pokemon_identifier,language_identifier,name
kangaskhan-mega,jp-kanji,メガガルーラ
kangaskhan-mega,en,Mega Kangaskhan
kangaskhan-mega,fr,Méga-Kangourex
kangaskhan-mega,it,MegaKangaskhan
kangaskhan-mega,de,Mega-Kangama
kangaskhan-mega,es,Mega-Kangaskhan
kangaskhan-mega,ko,메가캥카
kangaskhan-mega,zh-simp,超级袋兽
kangaskhan-mega,zh-trad,超級袋獸
mr-mime-galarian-form,jp-kana,ガラルのすがた
mr-mime-galarian-form,jp-kanji,ガラルのすがた
mr-mime-galarian-form,en,Galarian Form
mr-mime-galarian-form,fr,Forme de Galar
mr-mime-galarian-form,it,Forma di Galar
mr-mime-galarian-form,de,Galar-Form
mr-mime-galarian-form,es,Forma de Galar
mr-mime-galarian-form,ko,가라르의 모습
mr-mime-galarian-form,zh-simp,伽勒尔的样子
mr-mime-galarian-form,zh-trad,伽勒爾的樣子
pinsir-mega,jp-kana,メガカイロス
pinsir-mega,jp-kanji,メガカイロス
pinsir-mega,en,Mega Pinsir
pinsir-mega,fr,Méga-Scarabrute
pinsir-mega,it,MegaPinsir
pinsir-mega,de,Mega-Pinsir
pinsir-mega,es,Mega-Pinsir
pinsir-mega,ko,메가쁘사이저
pinsir-mega,zh-simp,超级凯罗斯
pinsir-mega,zh-trad,超級凱羅斯
tauros-paldean-form-combat-breed,jp-kana,パルデアのすがた
tauros-paldean-form-combat-breed,jp-kanji,パルデアのすがた
tauros-paldean-form-combat-breed,en,Paldean Form
tauros-paldean-form-combat-breed,fr,Forme de Paldea
tauros-paldean-form-combat-breed,it,Forma di Paldea
tauros-paldean-form-combat-breed,de,Paldea-Form
tauros-paldean-form-combat-breed,es,Forma de Paldea
tauros-paldean-form-combat-breed,ko,팔데아의 모습
tauros-paldean-form-combat-breed,zh-simp,帕底亚的样子
tauros-paldean-form-combat-breed,zh-trad,帕底亞的樣子
tauros-paldean-form-blaze-breed,jp-kana,パルデアのすがた
tauros-paldean-form-blaze-breed,jp-kanji,パルデアのすがた
tauros-paldean-form-blaze-breed,en,Paldean Form
tauros-paldean-form-blaze-breed,fr,Forme de Paldea
tauros-paldean-form-blaze-breed,it,Forma di Paldea
tauros-paldean-form-blaze-breed,de,Paldea-Form
tauros-paldean-form-blaze-breed,es,Forma de Paldea
tauros-paldean-form-blaze-breed,ko,팔데아의 모습
tauros-paldean-form-blaze-breed,zh-simp,帕底亚的样子
tauros-paldean-form-blaze-breed,zh-trad,帕底亞的樣子
tauros-paldean-form-aqua-breed,jp-kana,パルデアのすがた
tauros-paldean-form-aqua-breed,jp-kanji,パルデアのすがた
tauros-paldean-form-aqua-breed,en,Paldean Form
tauros-paldean-form-aqua-breed,fr,Forme de Paldea
tauros-paldean-form-aqua-breed,it,Forma di Paldea
tauros-paldean-form-aqua-breed,de,Paldea-Form
tauros-paldean-form-aqua-breed,es,Forma de Paldea
tauros-paldean-form-aqua-breed,ko,팔데아의 모습
tauros-paldean-form-aqua-breed,zh-simp,帕底亚的样子
tauros-paldean-form-aqua-breed,zh-trad,帕底亞的樣子
gyarados-mega,jp-kana,メガギャラドス
gyarados-mega,jp-kanji,メガギャラドス
gyarados-mega,en,Mega Gyarados
gyarados-mega,fr,Méga-Léviator
gyarados-mega,it,MegaGyarados
gyarados-mega,de,Mega-Garados
gyarados-mega,es,Mega-Gyarados
gyarados-mega,ko,메가갸라도스
gyarados-mega,zh-simp,超级暴鲤龙
gyarados-mega,zh-trad,超級暴鯉龍
lapras-gigantamax,jp-kana,キョダイマックス
lapras-gigantamax,jp-kanji,キョダイマックス
lapras-gigantamax,en,Gigantamax
lapras-gigantamax,fr,Gigamax
lapras-gigantamax,it,Gigamax
lapras-gigantamax,de,Gigadynamax
lapras-gigantamax,es,Gigamax
lapras-gigantamax,ko,거다이맥스
lapras-gigantamax,zh-simp,超极巨化
lapras-gigantamax,zh-trad,超極巨化
eevee-gigantamax,jp-kana,キョダイマックス
eevee-gigantamax,jp-kanji,キョダイマックス
eevee-gigantamax,en,Gigantamax
eevee-gigantamax,fr,Gigamax
eevee-gigantamax,it,Gigamax
eevee-gigantamax,de,Gigadynamax
eevee-gigantamax,es,Gigamax
eevee-gigantamax,ko,거다이맥스
eevee-gigantamax,zh-simp,超极巨化
eevee-gigantamax,zh-trad,超極巨化
aerodactyl-mega,jp-kana,メガプテラ
aerodactyl-mega,jp-kanji,メガプテラ
aerodactyl-mega,en,Mega Aerodactyl
aerodactyl-mega,fr,Méga-Ptéra
aerodactyl-mega,it,MegaAerodactyl
aerodactyl-mega,de,Mega-Aerodactyl
aerodactyl-mega,es,Mega-Aerodactyl
aerodactyl-mega,ko,메가프테라
aerodactyl-mega,zh-simp,超级化石翼龙
aerodactyl-mega,zh-trad,超級化石翼龍
snorlax-gigantamax,jp-kana,キョダイマックス
snorlax-gigantamax,jp-kanji,キョダイマックス
snorlax-gigantamax,en,Gigantamax
snorlax-gigantamax,fr,Gigamax
snorlax-gigantamax,it,Gigamax
snorlax-gigantamax,de,Gigadynamax
snorlax-gigantamax,es,Gigamax
snorlax-gigantamax,ko,거다이맥스
snorlax-gigantamax,zh-simp,超极巨化
snorlax-gigantamax,zh-trad,超極巨化
articuno-galarian-form,jp-kana,ガラルのすがた
articuno-galarian-form,jp-kanji,ガラルのすがた
articuno-galarian-form,en,Galarian Form
articuno-galarian-form,fr,Forme de Galar
articuno-galarian-form,it,Forma di Galar
articuno-galarian-form,de,Galar-Form
articuno-galarian-form,es,Forma de Galar
articuno-galarian-form,ko,가라르의 모습
articuno-galarian-form,zh-simp,伽勒尔的样子
articuno-galarian-form,zh-trad,伽勒爾的樣子
zapdos-galarian-form,jp-kana,ガラルのすがた
zapdos-galarian-form,jp-kanji,ガラルのすがた
zapdos-galarian-form,en,Galarian Form
zapdos-galarian-form,fr,Forme de Galar
zapdos-galarian-form,it,Forma di Galar
zapdos-galarian-form,de,Galar-Form
zapdos-galarian-form,es,Forma de Galar
zapdos-galarian-form,ko,가라르의 모습
zapdos-galarian-form,zh-simp,伽勒尔的样子
zapdos-galarian-form,zh-trad,伽勒爾的樣子
moltres-galarian-form,jp-kana,ガラルのすがた
moltres-galarian-form,jp-kanji,ガラルのすがた
moltres-galarian-form,en,Galarian Form
moltres-galarian-form,fr,Forme de Galar
moltres-galarian-form,it,Forma di Galar
moltres-galarian-form,de,Galar-Form
moltres-galarian-form,es,Forma de Galar
moltres-galarian-form,ko,가라르의 모습
moltres-galarian-form,zh-simp,伽勒尔的样子
moltres-galarian-form,zh-trad,伽勒爾的樣子
mewtwo-mega-x,jp-kana,メガミュウツーＸ
mewtwo-mega-x,jp-kanji,メガミュウツーＸ
mewtwo-mega-x,en,Mega Mewtwo X
mewtwo-mega-x,fr,Méga-Mewtwo X
mewtwo-mega-x,it,MegaMewtwo X
mewtwo-mega-x,de,Mega-Mewtu X
mewtwo-mega-x,es,Mega-Mewtwo X
mewtwo-mega-x,ko,메가뮤츠X
mewtwo-mega-x,zh-simp,超级超梦Ｘ
mewtwo-mega-x,zh-trad,超級超夢Ｘ
mewtwo-mega-y,jp-kana,メガミュウツーＹ
mewtwo-mega-y,jp-kanji,メガミュウツーＹ
mewtwo-mega-y,en,Mega Mewtwo Y
mewtwo-mega-y,fr,Méga-Mewtwo Y
mewtwo-mega-y,it,MegaMewtwo Y
mewtwo-mega-y,de,Mega-Mewtu Y
mewtwo-mega-y,es,Mega-Mewtwo Y
mewtwo-mega-y,ko,메가뮤츠Y
mewtwo-mega-y,zh-simp,超级超梦Ｙ
mewtwo-mega-y,zh-trad,超級超夢Ｙ
typhlosion-hisuian-form,jp-kana,ヒスイのすがた
typhlosion-hisuian-form,jp-kanji,ヒスイのすがた
typhlosion-hisuian-form,en,Hisuian Form
typhlosion-hisuian-form,fr,Forme de Hisui
typhlosion-hisuian-form,it,Forma di Hisui
typhlosion-hisuian-form,de,Hisui-Form
typhlosion-hisuian-form,es,Forma de Hisui
typhlosion-hisuian-form,ko,히스이의 모습
typhlosion-hisuian-form,zh-simp,洗翠的样子
typhlosion-hisuian-form,zh-trad,洗翠的樣子
pichu-spiky-eared,jp-kana,ギザみみ
pichu-spiky-eared,en,Spiky-eared
pichu-spiky-eared,fr,Troizépi
pichu-spiky-eared,it,Spunzorek
pichu-spiky-eared,de,Strubbelohr
pichu-spiky-eared,es,Picoreja
pichu-spiky-eared,ko,삐쭉귀
ampharos-mega,jp-kana,メガデンリュウ
ampharos-mega,jp-kanji,メガデンリュウ
ampharos-mega,en,Mega Ampharos
ampharos-mega,fr,Méga-Pharamp
ampharos-mega,it,MegaAmpharos
ampharos-mega,de,Mega-Ampharos
ampharos-mega,es,Mega-Ampharos
ampharos-mega,ko,메가전룡
ampharos-mega,zh-simp,超级电龙
ampharos-mega,zh-trad,超級電龍
wooper-paldean-form,jp-kana,パルデアのすがた
wooper-paldean-form,jp-kanji,パルデアのすがた
wooper-paldean-form,en,Paldean Form
wooper-paldean-form,fr,Forme de Paldea
wooper-paldean-form,it,Forma di Paldea
wooper-paldean-form,de,Paldea-Form
wooper-paldean-form,es,Forma de Paldea
wooper-paldean-form,ko,팔데아의 모습
wooper-paldean-form,zh-simp,帕底亚的样子
wooper-paldean-form,zh-trad,帕底亞的樣子
slowking-galarian-form,jp-kana,ガラルのすがた
slowking-galarian-form,jp-kanji,ガラルのすがた
slowking-galarian-form,en,Galarian Form
slowking-galarian-form,fr,Forme de Galar
slowking-galarian-form,it,Forma di Galar
slowking-galarian-form,de,Galar-Form
slowking-galarian-form,es,Forma de Galar
slowking-galarian-form,ko,가라르의 모습
slowking-galarian-form,zh-simp,伽勒尔的样子
slowking-galarian-form,zh-trad,伽勒爾的樣子
unown-a,jp-kana,あるすがた
unown-a,jp-kanji,あるすがた
unown-a,en,One form
unown-a,fr,Forme Unique
unown-a,it,Forma Vaga
unown-a,de,Eine Form
unown-a,es,Forma de Unown
unown-a,ko,형태별 모습
unown-a,zh-simp,某种样子
unown-a,zh-trad,某種樣子
unown-b,jp-kana,あるすがた
unown-b,jp-kanji,あるすがた
unown-b,en,One form
unown-b,fr,Forme Unique
unown-b,it,Forma Vaga
unown-b,de,Eine Form
unown-b,es,Forma de Unown
unown-b,ko,형태별 모습
unown-b,zh-simp,某种样子
unown-b,zh-trad,某種樣子
unown-c,jp-kana,あるすがた
unown-c,jp-kanji,あるすがた
unown-c,en,One form
unown-c,fr,Forme Unique
unown-c,it,Forma Vaga
unown-c,de,Eine Form
unown-c,es,Forma de Unown
unown-c,ko,형태별 모습
unown-c,zh-simp,某种样子
unown-c,zh-trad,某種樣子
unown-d,jp-kana,あるすがた
unown-d,jp-kanji,あるすがた
unown-d,en,One form
unown-d,fr,Forme Unique
unown-d,it,Forma Vaga
unown-d,de,Eine Form
unown-d,es,Forma de Unown
unown-d,ko,형태별 모습
unown-d,zh-simp,某种样子
unown-d,zh-trad,某種樣子
unown-e,jp-kana,あるすがた
unown-e,jp-kanji,あるすがた
unown-e,en,One form
unown-e,fr,Forme Unique
unown-e,it,Forma Vaga
unown-e,de,Eine Form
unown-e,es,Forma de Unown
unown-e,ko,형태별 모습
unown-e,zh-simp,某种样子
unown-e,zh-trad,某種樣子
unown-f,jp-kana,あるすがた
unown-f,jp-kanji,あるすがた
unown-f,en,One form
unown-f,fr,Forme Unique
unown-f,it,Forma Vaga
unown-f,de,Eine Form
unown-f,es,Forma de Unown
unown-f,ko,형태별 모습
unown-f,zh-simp,某种样子
unown-f,zh-trad,某種樣子
unown-g,jp-kana,あるすがた
unown-g,jp-kanji,あるすがた
unown-g,en,One form
unown-g,fr,Forme Unique
unown-g,it,Forma Vaga
unown-g,de,Eine Form
unown-g,es,Forma de Unown
unown-g,ko,형태별 모습
unown-g,zh-simp,某种样子
unown-g,zh-trad,某種樣子
unown-h,jp-kana,あるすがた
unown-h,jp-kanji,あるすがた
unown-h,en,One form
unown-h,fr,Forme Unique
unown-h,it,Forma Vaga
unown-h,de,Eine Form
unown-h,es,Forma de Unown
unown-h,ko,형태별 모습
unown-h,zh-simp,某种样子
unown-h,zh-trad,某種樣子
unown-i,jp-kana,あるすがた
unown-i,jp-kanji,あるすがた
unown-i,en,One form
unown-i,fr,Forme Unique
unown-i,it,Forma Vaga
unown-i,de,Eine Form
unown-i,es,Forma de Unown
unown-i,ko,형태별 모습
unown-i,zh-simp,某种样子
unown-i,zh-trad,某種樣子
unown-j,jp-kana,あるすがた
unown-j,jp-kanji,あるすがた
unown-j,en,One form
unown-j,fr,Forme Unique
unown-j,it,Forma Vaga
unown-j,de,Eine Form
unown-j,es,Forma de Unown
unown-j,ko,형태별 모습
unown-j,zh-simp,某种样子
unown-j,zh-trad,某種樣子
unown-k,jp-kana,あるすがた
unown-k,jp-kanji,あるすがた
unown-k,en,One form
unown-k,fr,Forme Unique
unown-k,it,Forma Vaga
unown-k,de,Eine Form
unown-k,es,Forma de Unown
unown-k,ko,형태별 모습
unown-k,zh-simp,某种样子
unown-k,zh-trad,某種樣子
unown-l,jp-kana,あるすがた
unown-l,jp-kanji,あるすがた
unown-l,en,One form
unown-l,fr,Forme Unique
unown-l,it,Forma Vaga
unown-l,de,Eine Form
unown-l,es,Forma de Unown
unown-l,ko,형태별 모습
unown-l,zh-simp,某种样子
unown-l,zh-trad,某種樣子
unown-m,jp-kana,あるすがた
unown-m,jp-kanji,あるすがた
unown-m,en,One form
unown-m,fr,Forme Unique
unown-m,it,Forma Vaga
unown-m,de,Eine Form
unown-m,es,Forma de Unown
unown-m,ko,형태별 모습
unown-m,zh-simp,某种样子
unown-m,zh-trad,某種樣子
unown-n,jp-kana,あるすがた
unown-n,jp-kanji,あるすがた
unown-n,en,One form
unown-n,fr,Forme Unique
unown-n,it,Forma Vaga
unown-n,de,Eine Form
unown-n,es,Forma de Unown
unown-n,ko,형태별 모습
unown-n,zh-simp,某种样子
unown-n,zh-trad,某種樣子
unown-o,jp-kana,あるすがた
unown-o,jp-kanji,あるすがた
unown-o,en,One form
unown-o,fr,Forme Unique
unown-o,it,Forma Vaga
unown-o,de,Eine Form
unown-o,es,Forma de Unown
unown-o,ko,형태별 모습
unown-o,zh-simp,某种样子
unown-o,zh-trad,某種樣子
unown-p,jp-kana,あるすがた
unown-p,jp-kanji,あるすがた
unown-p,en,One form
unown-p,fr,Forme Unique
unown-p,it,Forma Vaga
unown-p,de,Eine Form
unown-p,es,Forma de Unown
unown-p,ko,형태별 모습
unown-p,zh-simp,某种样子
unown-p,zh-trad,某種樣子
unown-q,jp-kana,あるすがた
unown-q,jp-kanji,あるすがた
unown-q,en,One form
unown-q,fr,Forme Unique
unown-q,it,Forma Vaga
unown-q,de,Eine Form
unown-q,es,Forma de Unown
unown-q,ko,형태별 모습
unown-q,zh-simp,某种样子
unown-q,zh-trad,某種樣子
unown-r,jp-kana,あるすがた
unown-r,jp-kanji,あるすがた
unown-r,en,One form
unown-r,fr,Forme Unique
unown-r,it,Forma Vaga
unown-r,de,Eine Form
unown-r,es,Forma de Unown
unown-r,ko,형태별 모습
unown-r,zh-simp,某种样子
unown-r,zh-trad,某種樣子
unown-s,jp-kana,あるすがた
unown-s,jp-kanji,あるすがた
unown-s,en,One form
unown-s,fr,Forme Unique
unown-s,it,Forma Vaga
unown-s,de,Eine Form
unown-s,es,Forma de Unown
unown-s,ko,형태별 모습
unown-s,zh-simp,某种样子
unown-s,zh-trad,某種樣子
unown-t,jp-kana,あるすがた
unown-t,jp-kanji,あるすがた
unown-t,en,One form
unown-t,fr,Forme Unique
unown-t,it,Forma Vaga
unown-t,de,Eine Form
unown-t,es,Forma de Unown
unown-t,ko,형태별 모습
unown-t,zh-simp,某种样子
unown-t,zh-trad,某種樣子
unown-u,jp-kana,あるすがた
unown-u,jp-kanji,あるすがた
unown-u,en,One form
unown-u,fr,Forme Unique
unown-u,it,Forma Vaga
unown-u,de,Eine Form
unown-u,es,Forma de Unown
unown-u,ko,형태별 모습
unown-u,zh-simp,某种样子
unown-u,zh-trad,某種樣子
unown-v,jp-kana,あるすがた
unown-v,jp-kanji,あるすがた
unown-v,en,One form
unown-v,fr,Forme Unique
unown-v,it,Forma Vaga
unown-v,de,Eine Form
unown-v,es,Forma de Unown
unown-v,ko,형태별 모습
unown-v,zh-simp,某种样子
unown-v,zh-trad,某種樣子
unown-w,jp-kana,あるすがた
unown-w,jp-kanji,あるすがた
unown-w,en,One form
unown-w,fr,Forme Unique
unown-w,it,Forma Vaga
unown-w,de,Eine Form
unown-w,es,Forma de Unown
unown-w,ko,형태별 모습
unown-w,zh-simp,某种样子
unown-w,zh-trad,某種樣子
unown-x,jp-kana,あるすがた
unown-x,jp-kanji,あるすがた
unown-x,en,One form
unown-x,fr,Forme Unique
unown-x,it,Forma Vaga
unown-x,de,Eine Form
unown-x,es,Forma de Unown
unown-x,ko,형태별 모습
unown-x,zh-simp,某种样子
unown-x,zh-trad,某種樣子
unown-y,jp-kana,あるすがた
unown-y,jp-kanji,あるすがた
unown-y,en,One form
unown-y,fr,Forme Unique
unown-y,it,Forma Vaga
unown-y,de,Eine Form
unown-y,es,Forma de Unown
unown-y,ko,형태별 모습
unown-y,zh-simp,某种样子
unown-y,zh-trad,某種樣子
unown-z,jp-kana,あるすがた
unown-z,jp-kanji,あるすがた
unown-z,en,One form
unown-z,fr,Forme Unique
unown-z,it,Forma Vaga
unown-z,de,Eine Form
unown-z,es,Forma de Unown
unown-z,ko,형태별 모습
unown-z,zh-simp,某种样子
unown-z,zh-trad,某種樣子
unown-exclamation,jp-kana,あるすがた
unown-exclamation,jp-kanji,あるすがた
unown-exclamation,en,One form
unown-exclamation,fr,Forme Unique
unown-exclamation,it,Forma Vaga
unown-exclamation,de,Eine Form
unown-exclamation,es,Forma de Unown
unown-exclamation,ko,형태별 모습
unown-exclamation,zh-simp,某种样子
unown-exclamation,zh-trad,某種樣子
unown-question,jp-kana,あるすがた
unown-question,jp-kanji,あるすがた
unown-question,en,One form
unown-question,fr,Forme Unique
unown-question,it,Forma Vaga
unown-question,de,Eine Form
unown-question,es,Forma de Unown
unown-question,ko,형태별 모습
unown-question,zh-simp,某种样子
unown-question,zh-trad,某種樣子
steelix-mega,jp-kana,メガハガネール
steelix-mega,jp-kanji,メガハガネール
steelix-mega,en,Mega Steelix
steelix-mega,fr,Méga-Steelix
steelix-mega,it,MegaSteelix
steelix-mega,de,Mega-Stahlos
steelix-mega,es,Mega-Steelix
steelix-mega,ko,메가강철톤
steelix-mega,zh-simp,超级大钢蛇
steelix-mega,zh-trad,超級大鋼蛇
qwilfish-hisuian-form,jp-kana,ヒスイのすがた
qwilfish-hisuian-form,jp-kanji,ヒスイのすがた
qwilfish-hisuian-form,en,Hisuian Form
qwilfish-hisuian-form,fr,Forme de Hisui
qwilfish-hisuian-form,it,Forma di Hisui
qwilfish-hisuian-form,de,Hisui-Form
qwilfish-hisuian-form,es,Forma de Hisui
qwilfish-hisuian-form,ko,히스이의 모습
qwilfish-hisuian-form,zh-simp,洗翠的样子
qwilfish-hisuian-form,zh-trad,洗翠的樣子
scizor-mega,jp-kana,メガハッサム
scizor-mega,jp-kanji,メガハッサム
scizor-mega,en,Mega Scizor
scizor-mega,fr,Méga-Cizayox
scizor-mega,it,MegaScizor
scizor-mega,de,Mega-Scherox
scizor-mega,es,Mega-Scizor
scizor-mega,ko,메가핫삼
scizor-mega,zh-simp,超级巨钳螳螂
scizor-mega,zh-trad,超級巨鉗螳螂
heracross-mega,jp-kana,メガヘラクロス
heracross-mega,jp-kanji,メガヘラクロス
heracross-mega,en,Mega Heracross
heracross-mega,fr,Méga-Scarhino
heracross-mega,it,MegaHeracross
heracross-mega,de,Mega-Skaraborn
heracross-mega,es,Mega-Heracross
heracross-mega,ko,메가헤라크로스
heracross-mega,zh-simp,超级赫拉克罗斯
heracross-mega,zh-trad,超級赫拉克羅斯
sneasel-hisuian-form,jp-kana,ヒスイのすがた
sneasel-hisuian-form,jp-kanji,ヒスイのすがた
sneasel-hisuian-form,en,Hisuian Form
sneasel-hisuian-form,fr,Forme de Hisui
sneasel-hisuian-form,it,Forma di Hisui
sneasel-hisuian-form,de,Hisui-Form
sneasel-hisuian-form,es,Forma de Hisui
sneasel-hisuian-form,ko,히스이의 모습
sneasel-hisuian-form,zh-simp,洗翠的样子
sneasel-hisuian-form,zh-trad,洗翠的樣子
corsola-galarian-form,jp-kana,ガラルのすがた
corsola-galarian-form,jp-kanji,ガラルのすがた
corsola-galarian-form,en,Galarian Form
corsola-galarian-form,fr,Forme de Galar
corsola-galarian-form,it,Forma di Galar
corsola-galarian-form,de,Galar-Form
corsola-galarian-form,es,Forma de Galar
corsola-galarian-form,ko,가라르의 모습
corsola-galarian-form,zh-simp,伽勒尔的样子
corsola-galarian-form,zh-trad,伽勒爾的樣子
houndoom-mega,jp-kana,メガヘルガー
houndoom-mega,jp-kanji,メガヘルガー
houndoom-mega,en,Mega Houndoom
houndoom-mega,fr,Méga-Démolosse
houndoom-mega,it,MegaHoundoom
houndoom-mega,de,Mega-Hundemon
houndoom-mega,es,Mega-Houndoom
houndoom-mega,ko,메가헬가
houndoom-mega,zh-simp,超级黑鲁加
houndoom-mega,zh-trad,超級黑魯加
tyranitar-mega,jp-kana,メガバンギラス
tyranitar-mega,jp-kanji,メガバンギラス
tyranitar-mega,en,Mega Tyranitar
tyranitar-mega,fr,Méga-Tyranocif
tyranitar-mega,it,MegaTyranitar
tyranitar-mega,de,Mega-Despotar
tyranitar-mega,es,Mega-Tyranitar
tyranitar-mega,ko,메가마기라스
tyranitar-mega,zh-simp,超级班基拉斯
tyranitar-mega,zh-trad,超級班基拉斯
sceptile-mega,jp-kana,メガジュカイン
sceptile-mega,jp-kanji,メガジュカイン
sceptile-mega,en,Mega Sceptile
sceptile-mega,fr,Méga-Jungko
sceptile-mega,it,MegaSceptile
sceptile-mega,de,Mega-Gewaldro
sceptile-mega,es,Mega-Sceptile
sceptile-mega,ko,메가나무킹
sceptile-mega,zh-simp,超级蜥蜴王
sceptile-mega,zh-trad,超級蜥蜴王
blaziken-mega,jp-kana,メガバシャーモ
blaziken-mega,jp-kanji,メガバシャーモ
blaziken-mega,en,Mega Blaziken
blaziken-mega,fr,Méga-Braségali
blaziken-mega,it,MegaBlaziken
blaziken-mega,de,Mega-Lohgock
