game_group_identifier,pokemon_identifier,slot_identifier,item_identifier
sm,seedot,rare,power-herb
sm,nuzleaf,rare,power-herb
sm,shiftry,rare,power-herb
sm,wingull,common,pretty-feather
sm,pelipper,common,pretty-feather
sm,surskit,common,honey
sm,masquerain,rare,silver-powder
sm,shroomish,common,tiny-mushroom
sm,shroomish,rare,big-mushroom
sm,breloom,common,tiny-mushroom
sm,breloom,rare,big-mushroom
sm,nincada,rare,soft-sand
sm,makuhita,rare,black-belt
sm,hariyama,rare,kings-rock
sm,nosepass,rare,magnet
sm,sableye,rare,wide-lens
sm,mawile,rare,iron-ball
sm,aron,rare,hard-stone
sm,lairon,rare,hard-stone
sm,aggron,rare,hard-stone
sm,aggron-mega,rare,hard-stone
sm,plusle,rare,cell-battery
sm,minun,rare,cell-battery
sm,volbeat,rare,bright-powder
sm,illumise,rare,bright-powder
sm,roselia,rare,poison-barb
sm,gulpin,common,oran-berry
sm,gulpin,rare,sitrus-berry
sm,swalot,common,oran-berry
sm,swalot,rare,sitrus-berry
sm,carvanha,rare,deep-sea-tooth
sm,sharpedo,rare,deep-sea-tooth
sm,sharpedo-mega,rare,deep-sea-tooth
sm,torkoal,rare,charcoal
sm,trapinch,rare,soft-sand
sm,cacnea,rare,sticky-barb
sm,cacturne,rare,sticky-barb
sm,zangoose,rare,quick-claw
sm,seviper,rare,shed-shell
sm,lunatone,common,stardust
sm,lunatone,rare,moon-stone
sm,solrock,common,stardust
sm,solrock,rare,sun-stone
sm,baltoy,rare,light-clay
sm,claydol,rare,light-clay
sm,lileep,rare,big-root
sm,cradily,rare,big-root
sm,castform-normal,common,mystic-water
sm,castform-normal,rare,mystic-water
sm,castform-sunny-form,common,mystic-water
sm,castform-sunny-form,rare,mystic-water
sm,castform-rainy-form,common,mystic-water
sm,castform-rainy-form,rare,mystic-water
sm,castform-snowy-form,common,mystic-water
sm,castform-snowy-form,rare,mystic-water
sm,shuppet,rare,spell-tag
sm,banette,rare,spell-tag
sm,banette-mega,rare,spell-tag
sm,duskull,rare,spell-tag
sm,dusclops,rare,spell-tag
sm,chimecho,rare,cleanse-tag
sm,snorunt,rare,snowball
sm,clamperl,common,pearl
sm,clamperl,rare,big-pearl
sm,huntail,rare,deep-sea-tooth
sm,gorebyss,rare,deep-sea-scale
sm,relicanth,rare,deep-sea-scale
sm,luvdisc,common,heart-scale
sm,bagon,rare,dragon-fang
sm,shelgon,rare,dragon-fang
sm,salamence,rare,dragon-fang
sm,salamence-mega,rare,dragon-fang
sm,beldum,rare,metal-coat
sm,metang,rare,metal-coat
sm,metagross,rare,metal-coat
sm,metagross-mega,rare,metal-coat
sm,jirachi,common,star-piece
sm,jirachi,rare,star-piece
sm,kricketot,rare,metronome
sm,kricketune,rare,metronome
sm,budew,rare,poison-barb
sm,roserade,rare,poison-barb
sm,wormadam-plant-cloak,rare,silver-powder
sm,wormadam-sandy-cloak,rare,silver-powder
sm,wormadam-trash-cloak,rare,silver-powder
sm,mothim,rare,silver-powder
sm,combee,rare,honey
sm,vespiquen,rare,poison-barb
sm,cherubi,rare,miracle-seed
sm,cherrim-overcast-form,rare,miracle-seed
sm,cherrim-sunshine-form,rare,miracle-seed
sm,chingling,rare,cleanse-tag
sm,bronzor,rare,metal-coat
sm,bronzong,rare,metal-coat
sm,happiny,common,oval-stone
sm,chatot,rare,metronome
sm,munchlax,common,leftovers
sm,munchlax,rare,leftovers
sm,skorupi,rare,poison-barb
sm,drapion,rare,poison-barb
sm,croagunk,rare,black-sludge
sm,toxicroak,rare,black-sludge
sm,snover,rare,never-melt-ice
sm,abomasnow,rare,never-melt-ice
sm,abomasnow-mega,rare,never-melt-ice
sm,weavile,rare,quick-claw
sm,magnezone,rare,metal-coat
sm,lickilicky,rare,lagging-tail
sm,electivire,rare,electirizer
sm,magmortar,rare,magmarizer
sm,yanmega,rare,wide-lens
sm,probopass,rare,magnet
sm,dusknoir,rare,spell-tag
sm,shaymin-land-forme,common,lum-berry
sm,shaymin-land-forme,rare,lum-berry
sm,shaymin-sky-forme,common,lum-berry
sm,shaymin-sky-forme,rare,lum-berry
sm,roggenrola,common,everstone
sm,roggenrola,rare,hard-stone
sm,boldore,common,everstone
sm,boldore,rare,hard-stone
sm,gigalith,common,everstone
sm,gigalith,rare,hard-stone
sm,audino,common,oran-berry
sm,audino,rare,sitrus-berry
sm,audino-mega,common,oran-berry
sm,audino-mega,rare,sitrus-berry
sm,throh,rare,black-belt
sm,sawk,rare,black-belt
sm,sewaddle,rare,mental-herb
sm,swadloon,rare,mental-herb
sm,leavanny,rare,mental-herb
sm,venipede,rare,poison-barb
sm,whirlipede,rare,poison-barb
sm,scolipede,rare,poison-barb
sm,cottonee,rare,absorb-bulb
sm,whimsicott,rare,absorb-bulb
sm,petilil,rare,absorb-bulb
sm,lilligant,rare,absorb-bulb
sm,basculin-red-striped-form,rare,deep-sea-tooth
sm,basculin-blue-striped-form,rare,deep-sea-scale
sm,sandile,rare,black-glasses
sm,krokorok,rare,black-glasses
sm,krookodile,common,black-glasses
sm,maractus,rare,miracle-seed
sm,dwebble,rare,hard-stone
sm,crustle,rare,hard-stone
sm,scraggy,rare,shed-shell
sm,scrafty,rare,shed-shell
sm,yamask,rare,spell-tag
sm,cofagrigus,rare,spell-tag
sm,trubbish,rare,silk-scarf
sm,garbodor,common,silk-scarf
sm,garbodor,rare,black-sludge
sm,vanillite,rare,never-melt-ice
sm,vanillish,rare,never-melt-ice
sm,vanilluxe,common,never-melt-ice
sm,foongus,common,tiny-mushroom
sm,foongus,rare,big-mushroom
sm,amoonguss,common,tiny-mushroom
sm,amoonguss,rare,big-mushroom
sm,ferroseed,rare,sticky-barb
sm,ferrothorn,rare,sticky-barb
sm,cryogonal,rare,never-melt-ice
sm,stunfisk,rare,soft-sand
sm,druddigon,rare,dragon-fang
sm,golett,rare,light-clay
sm,golurk,rare,light-clay
sm,volcarona,common,silver-powder
sm,volcarona,rare,silver-powder
sm,meloetta-aria-forme,common,star-piece
sm,meloetta-aria-forme,rare,star-piece
sm,meloetta-pirouette-forme,common,star-piece
sm,meloetta-pirouette-forme,rare,star-piece
sm,pancham,rare,mental-herb
sm,pangoro,rare,mental-herb
sm,hawlucha,rare,kings-rock
sm,goomy,rare,shed-shell
sm,sliggoo,rare,shed-shell
sm,pumpkaboo-super-size,common,miracle-seed
sm,pumpkaboo-super-size,rare,miracle-seed
sm,gourgeist-super-size,common,miracle-seed
sm,gourgeist-super-size,rare,miracle-seed
sm,pikipek,rare,oran-berry
sm,trumbeak,rare,sitrus-berry
sm,toucannon,rare,rawst-berry
sm,yungoos,rare,pecha-berry
sm,gumshoos,rare,pecha-berry
sm,gumshoos-totem,rare,pecha-berry
sm,charjabug,rare,cell-battery
sm,crabrawler,rare,aspear-berry
sm,crabominable,rare,cheri-berry
sm,oricorio-baile-style,rare,honey
sm,oricorio-pom-pom-style,rare,honey
sm,oricorio-pau-style,rare,honey
sm,oricorio-sensu-style,rare,honey
sm,cutiefly,rare,honey
sm,ribombee,rare,honey
sm,mareanie,rare,poison-barb
sm,toxapex,rare,poison-barb
sm,mudbray,rare,light-clay
sm,mudsdale,rare,light-clay
sm,dewpider,rare,mystic-water
sm,araquanid,rare,mystic-water
sm,fomantis,rare,miracle-seed
sm,lurantis,rare,miracle-seed
sm,lurantis-totem,rare,miracle-seed
sm,morelull,common,tiny-mushroom
sm,morelull,rare,big-mushroom
sm,shiinotic,common,tiny-mushroom
sm,shiinotic,rare,big-mushroom
sm,salandit,rare,smoke-ball
sm,salazzle,rare,smoke-ball
sm,salazzle-totem,rare,smoke-ball
sm,bounsweet,rare,grassy-seed
sm,steenee,rare,grassy-seed
sm,tsareena,common,grassy-seed
sm,comfey,rare,misty-seed
sm,sandygast,rare,spell-tag
sm,palossand,rare,spell-tag
sm,minior-red-meteor,rare,star-piece
sm,minior-orange-meteor,rare,star-piece
sm,minior-yellow-meteor,rare,star-piece
sm,minior-green-meteor,rare,star-piece
sm,minior-blue-meteor,rare,star-piece
sm,minior-indigo-meteor,rare,star-piece
sm,minior-violet-meteor,rare,star-piece
sm,turtonator,rare,charcoal
sm,togedemaru,rare,electric-seed
sm,mimikyu-disguised-form,rare,chesto-berry
sm,mimikyu-totem-disguised-form,rare,chesto-berry
sm,bruxish,rare,razor-fang
sm,drampa,rare,persim-berry
sm,jangmo-o,rare,razor-claw
sm,hakamo-o,rare,razor-claw
sm,kommo-o,common,razor-claw
sm,kommo-o-totem,common,razor-claw
usum,butterfree,rare,silver-powder
usum,beedrill,rare,poison-barb
usum,beedrill-mega,rare,poison-barb
usum,rattata-alolan-form,rare,pecha-berry
usum,raticate-alolan-form,rare,pecha-berry
usum,raticate-alolan-form-totem,rare,pecha-berry
usum,spearow,rare,sharp-beak
usum,fearow,rare,sharp-beak
usum,pikachu,rare,light-ball
usum,pikachu-original-cap,rare,light-ball
usum,pikachu-hoenn-cap,rare,light-ball
usum,pikachu-sinnoh-cap,rare,light-ball
usum,pikachu-unova-cap,rare,light-ball
usum,pikachu-kalos-cap,rare,light-ball
usum,pikachu-alola-cap,rare,light-ball
usum,pikachu-partner-cap,rare,light-ball
usum,sandshrew,rare,grip-claw
usum,sandshrew-alolan-form,rare,grip-claw
usum,sandslash,rare,grip-claw
usum,sandslash-alolan-form,rare,grip-claw
usum,clefairy,rare,moon-stone
usum,clefable,rare,moon-stone
usum,vulpix,rare,charcoal
usum,vulpix-alolan-form,rare,snowball
usum,ninetales,rare,charcoal
usum,ninetales-alolan-form,rare,snowball
usum,jigglypuff,rare,moon-stone
usum,wigglytuff,rare,moon-stone
usum,oddish,rare,absorb-bulb
usum,gloom,rare,absorb-bulb
usum,vileplume,rare,absorb-bulb
usum,paras,common,tiny-mushroom
usum,paras,rare,big-mushroom
usum,parasect,common,tiny-mushroom
usum,parasect,rare,big-mushroom
usum,venomoth,rare,shed-shell
usum,diglett,rare,soft-sand
usum,diglett-alolan-form,rare,soft-sand
usum,dugtrio,rare,soft-sand
usum,dugtrio-alolan-form,rare,soft-sand
usum,meowth,rare,quick-claw
usum,meowth-alolan-form,rare,quick-claw
usum,persian,rare,quick-claw
usum,persian-alolan-form,rare,quick-claw
usum,poliwhirl,rare,kings-rock
usum,poliwrath,rare,kings-rock
usum,abra,rare,twisted-spoon
usum,kadabra,rare,twisted-spoon
usum,alakazam,rare,twisted-spoon
usum,alakazam-mega,rare,twisted-spoon
usum,machop,rare,focus-band
usum,machoke,rare,focus-band
usum,machamp,rare,focus-band
usum,tentacool,rare,poison-barb
usum,tentacruel,rare,poison-barb
usum,geodude,rare,everstone
usum,geodude-alolan-form,rare,cell-battery
usum,graveler,rare,everstone
usum,graveler-alolan-form,rare,cell-battery
usum,golem,rare,everstone
usum,golem-alolan-form,common,cell-battery
usum,slowpoke,rare,lagging-tail
usum,slowbro,rare,kings-rock
usum,slowbro-mega,rare,kings-rock
usum,magnemite,rare,metal-coat
usum,magneton,rare,metal-coat
usum,farfetchd,rare,leek
usum,doduo,rare,sharp-beak
usum,dodrio,rare,sharp-beak
usum,grimer,rare,black-sludge
usum,grimer-alolan-form,rare,black-sludge
usum,muk,common,black-sludge
usum,muk-alolan-form,common,black-sludge
usum,shellder,common,pearl
usum,shellder,rare,big-pearl
usum,cloyster,common,pearl
usum,cloyster,rare,big-pearl
usum,exeggcute,rare,psychic-seed
usum,cubone,rare,thick-club
usum,marowak,rare,thick-club
usum,marowak-alolan-form,rare,thick-club
usum,marowak-alolan-form-totem,rare,thick-club
usum,lickitung,rare,lagging-tail
usum,koffing,rare,smoke-ball
usum,weezing,rare,smoke-ball
usum,chansey,common,lucky-punch
usum,horsea,rare,dragon-scale
usum,seadra,rare,dragon-scale
usum,goldeen,rare,mystic-water
usum,seaking,rare,mystic-water
usum,staryu,common,stardust
usum,staryu,rare,star-piece
usum,starmie,common,stardust
usum,starmie,rare,star-piece
usum,electabuzz,rare,electirizer
usum,magmar,rare,magmarizer
usum,lapras,common,mystic-water
usum,lapras,rare,mystic-water
usum,ditto,common,quick-powder
usum,ditto,rare,metal-powder
usum,snorlax,common,leftovers
usum,snorlax,rare,leftovers
usum,dratini,rare,dragon-scale
usum,dragonair,rare,dragon-scale
usum,dragonite,rare,dragon-scale
usum,mew,common,lum-berry
usum,mew,rare,lum-berry
usum,chinchou,rare,deep-sea-scale
usum,lanturn,rare,deep-sea-scale
usum,cleffa,rare,moon-stone
usum,bellossom,rare,absorb-bulb
usum,politoed,rare,kings-rock
usum,yanma,rare,wide-lens
usum,slowking,rare,kings-rock
usum,steelix,rare,metal-coat
usum,steelix-mega,rare,metal-coat
usum,qwilfish,rare,poison-barb
usum,shuckle,common,berry-juice
usum,shuckle,rare,berry-juice
usum,sneasel,rare,quick-claw
usum,corsola,rare,luminous-moss
usum,skarmory,rare,metal-coat
usum,kingdra,rare,dragon-scale
usum,elekid,rare,electirizer
usum,magby,rare,magmarizer
usum,miltank,common,moomoo-milk
usum,miltank,rare,moomoo-milk
usum,blissey,rare,lucky-egg
usum,ho-oh,common,sacred-ash
usum,ho-oh,rare,sacred-ash
usum,celebi,common,lum-berry
usum,celebi,rare,lum-berry
usum,zigzagoon,common,potion
usum,zigzagoon,rare,revive
usum,linoone,common,potion
usum,linoone,rare,max-revive
usum,wurmple,common,pecha-berry
usum,wurmple,rare,bright-powder
usum,beautifly,rare,shed-shell
usum,dustox,rare,shed-shell
usum,lotad,rare,mental-herb
usum,lombre,rare,mental-herb
usum,ludicolo,rare,mental-herb
usum,seedot,rare,power-herb
usum,nuzleaf,rare,power-herb
usum,shiftry,rare,power-herb
usum,wingull,common,pretty-feather
usum,pelipper,common,pretty-feather
usum,surskit,common,honey
usum,masquerain,rare,silver-powder
usum,shroomish,common,tiny-mushroom
usum,shroomish,rare,big-mushroom
usum,breloom,common,tiny-mushroom
usum,breloom,rare,big-mushroom
usum,nincada,rare,soft-sand
usum,makuhita,rare,black-belt
usum,hariyama,rare,kings-rock
usum,nosepass,rare,magnet
usum,sableye,rare,wide-lens
usum,mawile,rare,iron-ball
usum,aron,rare,hard-stone
usum,lairon,rare,hard-stone
usum,aggron,rare,hard-stone
usum,aggron-mega,rare,hard-stone
usum,plusle,rare,cell-battery
usum,minun,rare,cell-battery
usum,volbeat,rare,bright-powder
usum,illumise,rare,bright-powder
usum,roselia,rare,poison-barb
usum,gulpin,common,oran-berry
usum,gulpin,rare,sitrus-berry
usum,swalot,common,oran-berry
usum,swalot,rare,sitrus-berry
usum,carvanha,rare,deep-sea-tooth
usum,sharpedo,rare,deep-sea-tooth
usum,sharpedo-mega,rare,deep-sea-tooth
usum,torkoal,rare,charcoal
usum,trapinch,rare,soft-sand
usum,cacnea,rare,sticky-barb
usum,cacturne,rare,sticky-barb
usum,zangoose,rare,quick-claw
usum,seviper,rare,shed-shell
usum,lunatone,common,stardust
usum,lunatone,rare,moon-stone
usum,solrock,common,stardust
usum,solrock,rare,sun-stone
usum,baltoy,rare,light-clay
usum,claydol,rare,light-clay
usum,lileep,rare,big-root
usum,cradily,rare,big-root
usum,castform-normal,common,mystic-water
usum,castform-normal,rare,mystic-water
usum,castform-sunny-form,common,mystic-water
usum,castform-sunny-form,rare,mystic-water
usum,castform-rainy-form,common,mystic-water
usum,castform-rainy-form,rare,mystic-water
usum,castform-snowy-form,common,mystic-water
usum,castform-snowy-form,rare,mystic-water
usum,shuppet,rare,spell-tag
usum,banette,rare,spell-tag
usum,banette-mega,rare,spell-tag
usum,duskull,rare,spell-tag
usum,dusclops,rare,spell-tag
usum,chimecho,rare,cleanse-tag
usum,snorunt,rare,snowball
usum,clamperl,common,pearl
usum,clamperl,rare,big-pearl
usum,huntail,rare,deep-sea-tooth
usum,gorebyss,rare,deep-sea-scale
usum,relicanth,rare,deep-sea-scale
usum,luvdisc,common,heart-scale
usum,bagon,rare,dragon-fang
usum,shelgon,rare,dragon-fang
usum,salamence,rare,dragon-fang
usum,salamence-mega,rare,dragon-fang
usum,beldum,rare,metal-coat
usum,metang,rare,metal-coat
usum,metagross,rare,metal-coat
usum,metagross-mega,rare,metal-coat
usum,jirachi,common,star-piece
usum,jirachi,rare,star-piece
usum,kricketot,rare,metronome
usum,kricketune,rare,metronome
usum,budew,rare,poison-barb
usum,roserade,rare,poison-barb
usum,wormadam-plant-cloak,rare,silver-powder
usum,wormadam-sandy-cloak,rare,silver-powder
usum,wormadam-trash-cloak,rare,silver-powder
usum,mothim,rare,silver-powder
usum,combee,rare,honey
usum,vespiquen,rare,poison-barb
usum,cherubi,rare,miracle-seed
usum,cherrim-overcast-form,rare,miracle-seed
usum,cherrim-sunshine-form,rare,miracle-seed
usum,chingling,rare,cleanse-tag
usum,bronzor,rare,metal-coat
usum,bronzong,rare,metal-coat
usum,happiny,common,oval-stone
usum,chatot,rare,metronome
usum,munchlax,common,leftovers
usum,munchlax,rare,leftovers
usum,skorupi,rare,poison-barb
usum,drapion,rare,poison-barb
usum,croagunk,rare,black-sludge
usum,toxicroak,rare,black-sludge
usum,snover,rare,never-melt-ice
usum,abomasnow,rare,never-melt-ice
usum,abomasnow-mega,rare,never-melt-ice
usum,weavile,rare,quick-claw
usum,magnezone,rare,metal-coat
usum,lickilicky,rare,lagging-tail
usum,electivire,rare,electirizer
usum,magmortar,rare,magmarizer
usum,yanmega,rare,wide-lens
usum,probopass,rare,magnet
usum,dusknoir,rare,spell-tag
usum,shaymin-land-forme,common,lum-berry
usum,shaymin-land-forme,rare,lum-berry
usum,shaymin-sky-forme,common,lum-berry
usum,shaymin-sky-forme,rare,lum-berry
usum,roggenrola,common,everstone
usum,roggenrola,rare,hard-stone
usum,boldore,common,everstone
usum,boldore,rare,hard-stone
usum,gigalith,common,everstone
usum,gigalith,rare,hard-stone
usum,audino,common,oran-berry
usum,audino,rare,sitrus-berry
usum,audino-mega,common,oran-berry
usum,audino-mega,rare,sitrus-berry
usum,throh,rare,black-belt
usum,sawk,rare,black-belt
usum,sewaddle,rare,mental-herb
usum,swadloon,rare,mental-herb
usum,leavanny,rare,mental-herb
usum,venipede,rare,poison-barb
usum,whirlipede,rare,poison-barb
usum,scolipede,rare,poison-barb
usum,cottonee,rare,absorb-bulb
usum,whimsicott,rare,absorb-bulb
usum,petilil,rare,absorb-bulb
usum,lilligant,rare,absorb-bulb
usum,basculin-red-striped-form,rare,deep-sea-tooth
usum,basculin-blue-striped-form,rare,deep-sea-scale
usum,sandile,rare,black-glasses
usum,krokorok,rare,black-glasses
usum,krookodile,common,black-glasses
usum,maractus,rare,miracle-seed
usum,dwebble,rare,hard-stone
usum,crustle,rare,hard-stone
usum,scraggy,rare,shed-shell
usum,scrafty,rare,shed-shell
usum,yamask,rare,spell-tag
usum,cofagrigus,rare,spell-tag
usum,trubbish,rare,silk-scarf
usum,garbodor,common,silk-scarf
usum,garbodor,rare,black-sludge
usum,vanillite,rare,never-melt-ice
usum,vanillish,rare,never-melt-ice
usum,vanilluxe,common,never-melt-ice
usum,foongus,common,tiny-mushroom
usum,foongus,rare,big-mushroom
usum,amoonguss,common,tiny-mushroom
usum,amoonguss,rare,big-mushroom
usum,ferroseed,rare,sticky-barb
usum,ferrothorn,rare,sticky-barb
usum,cryogonal,rare,never-melt-ice
usum,stunfisk,rare,soft-sand
usum,druddigon,rare,dragon-fang
usum,golett,rare,light-clay
usum,golurk,rare,light-clay
usum,volcarona,common,silver-powder
usum,volcarona,rare,silver-powder
usum,meloetta-aria-forme,common,star-piece
usum,meloetta-aria-forme,rare,star-piece
usum,meloetta-pirouette-forme,common,star-piece
usum,meloetta-pirouette-forme,rare,star-piece
usum,pancham,rare,mental-herb
usum,pangoro,rare,mental-herb
usum,hawlucha,rare,kings-rock
usum,goomy,rare,shed-shell
usum,sliggoo,rare,shed-shell
usum,pumpkaboo-super-size,common,miracle-seed
usum,pumpkaboo-super-size,rare,miracle-seed
usum,gourgeist-super-size,common,miracle-seed
usum,gourgeist-super-size,rare,miracle-seed
usum,pikipek,rare,oran-berry
usum,trumbeak,rare,sitrus-berry
usum,toucannon,rare,rawst-berry
usum,yungoos,rare,pecha-berry
usum,gumshoos,rare,pecha-berry
usum,gumshoos-totem,rare,pecha-berry
usum,charjabug,rare,cell-battery
usum,crabrawler,rare,aspear-berry
usum,crabominable,rare,cheri-berry
usum,oricorio-baile-style,rare,honey
usum,oricorio-pom-pom-style,rare,honey
usum,oricorio-pau-style,rare,honey
usum,oricorio-sensu-style,rare,honey
usum,cutiefly,rare,honey
usum,ribombee,rare,honey
usum,ribombee-totem,rare,honey
usum,mareanie,rare,poison-barb
usum,toxapex,rare,poison-barb
usum,mudbray,rare,light-clay
usum,mudsdale,rare,light-clay
usum,dewpider,rare,mystic-water
usum,araquanid,rare,mystic-water
usum,araquanid-totem,rare,mystic-water
usum,fomantis,rare,miracle-seed
usum,lurantis,rare,miracle-seed
usum,lurantis-totem,rare,miracle-seed
usum,morelull,common,tiny-mushroom
usum,morelull,rare,big-mushroom
usum,shiinotic,common,tiny-mushroom
usum,shiinotic,rare,big-mushroom
usum,salandit,rare,smoke-ball
usum,salazzle,rare,smoke-ball
usum,salazzle-totem,rare,smoke-ball
usum,bounsweet,rare,grassy-seed
usum,steenee,rare,grassy-seed
usum,tsareena,common,grassy-seed
usum,comfey,rare,misty-seed
usum,sandygast,rare,spell-tag
usum,palossand,rare,spell-tag
usum,minior-red-meteor,rare,star-piece
usum,minior-orange-meteor,rare,star-piece
usum,minior-yellow-meteor,rare,star-piece
usum,minior-green-meteor,rare,star-piece
usum,minior-blue-meteor,rare,star-piece
usum,minior-indigo-meteor,rare,star-piece
usum,minior-violet-meteor,rare,star-piece
usum,turtonator,rare,charcoal
usum,togedemaru,rare,electric-seed
usum,togedemaru-totem,rare,electric-seed
usum,mimikyu-disguised-form,rare,chesto-berry
usum,mimikyu-totem-disguised-form,rare,chesto-berry
usum,bruxish,rare,razor-fang
usum,drampa,rare,persim-berry
usum,jangmo-o,rare,razor-claw
usum,hakamo-o,rare,razor-claw
usum,kommo-o,common,razor-claw
usum,kommo-o-totem,common,razor-claw
lgpe,butterfree,rare,silver-powder
lgpe,beedrill,rare,poison-barb
lgpe,beedrill-mega,rare,poison-barb
lgpe,rattata-alolan-form,rare,pecha-berry
lgpe,raticate-alolan-form,rare,pecha-berry
lgpe,spearow,rare,sharp-beak
lgpe,fearow,rare,sharp-beak
lgpe,pikachu,rare,light-ball
lgpe,pikachu-partner,rare,light-ball
lgpe,sandshrew,rare,grip-claw
lgpe,sandshrew-alolan-form,rare,grip-claw
lgpe,sandslash,rare,grip-claw
lgpe,sandslash-alolan-form,rare,grip-claw
lgpe,clefairy,rare,moon-stone
lgpe,clefable,rare,moon-stone
lgpe,vulpix,rare,charcoal
lgpe,vulpix-alolan-form,rare,snowball
lgpe,ninetales,rare,charcoal
lgpe,ninetales-alolan-form,rare,snowball
lgpe,jigglypuff,rare,moon-stone
lgpe,wigglytuff,rare,moon-stone
lgpe,oddish,rare,absorb-bulb
lgpe,gloom,rare,absorb-bulb
lgpe,vileplume,rare,absorb-bulb
lgpe,paras,common,tiny-mushroom
lgpe,paras,rare,big-mushroom
lgpe,parasect,common,tiny-mushroom
lgpe,parasect,rare,big-mushroom
lgpe,venomoth,rare,shed-shell
lgpe,diglett,rare,soft-sand
lgpe,diglett-alolan-form,rare,soft-sand
lgpe,dugtrio,rare,soft-sand
lgpe,dugtrio-alolan-form,rare,soft-sand
lgpe,meowth,rare,quick-claw
lgpe,meowth-alolan-form,rare,quick-claw
lgpe,persian,rare,quick-claw
lgpe,persian-alolan-form,rare,quick-claw
lgpe,poliwhirl,rare,kings-rock
lgpe,poliwrath,rare,kings-rock
lgpe,abra,rare,twisted-spoon
lgpe,kadabra,rare,twisted-spoon
lgpe,alakazam,rare,twisted-spoon
lgpe,alakazam-mega,rare,twisted-spoon
lgpe,machop,rare,focus-band
lgpe,machoke,rare,focus-band
lgpe,machamp,rare,focus-band
lgpe,tentacool,rare,poison-barb
lgpe,tentacruel,rare,poison-barb
lgpe,geodude,rare,everstone
lgpe,geodude-alolan-form,rare,cell-battery
lgpe,graveler,rare,everstone
lgpe,graveler-alolan-form,rare,cell-battery
lgpe,golem,rare,everstone
lgpe,golem-alolan-form,common,cell-battery
lgpe,slowpoke,rare,lagging-tail
lgpe,slowbro,rare,kings-rock
lgpe,slowbro-mega,rare,kings-rock
lgpe,magnemite,rare,metal-coat
lgpe,magneton,rare,metal-coat
lgpe,farfetchd,rare,leek
lgpe,doduo,rare,sharp-beak
lgpe,dodrio,rare,sharp-beak
lgpe,grimer,rare,black-sludge
lgpe,grimer-alolan-form,rare,black-sludge
lgpe,muk,common,black-sludge
lgpe,muk-alolan-form,common,black-sludge
lgpe,shellder,common,pearl
lgpe,shellder,rare,big-pearl
lgpe,cloyster,common,pearl
lgpe,cloyster,rare,big-pearl
lgpe,exeggcute,rare,psychic-seed
lgpe,cubone,rare,thick-club
lgpe,marowak,rare,thick-club
lgpe,marowak-alolan-form,rare,thick-club
lgpe,lickitung,rare,lagging-tail
lgpe,koffing,rare,smoke-ball
lgpe,weezing,rare,smoke-ball
lgpe,chansey,common,lucky-punch
lgpe,horsea,rare,dragon-scale
lgpe,seadra,rare,dragon-scale
lgpe,goldeen,rare,mystic-water
lgpe,seaking,rare,mystic-water
lgpe,staryu,common,stardust
lgpe,staryu,rare,star-piece
lgpe,starmie,common,stardust
lgpe,starmie,rare,star-piece
lgpe,electabuzz,rare,electirizer
lgpe,magmar,rare,magmarizer
lgpe,lapras,common,mystic-water
lgpe,lapras,rare,mystic-water
lgpe,ditto,common,quick-powder
lgpe,ditto,rare,metal-powder
lgpe,snorlax,common,leftovers
lgpe,snorlax,rare,leftovers
lgpe,dratini,rare,dragon-scale
lgpe,dragonair,rare,dragon-scale
lgpe,dragonite,rare,dragon-scale
lgpe,mew,common,lum-berry
lgpe,mew,rare,lum-berry
ss,butterfree,rare,silver-powder
ss,pikachu,rare,light-ball
ss,pikachu-original-cap,rare,light-ball
ss,pikachu-hoenn-cap,rare,light-ball
ss,pikachu-sinnoh-cap,rare,light-ball
ss,pikachu-unova-cap,rare,light-ball
ss,pikachu-kalos-cap,rare,light-ball
ss,pikachu-alola-cap,rare,light-ball
ss,pikachu-partner-cap,rare,light-ball
ss,pikachu-world-cap,rare,light-ball
ss,sandshrew,rare,grip-claw
ss,sandshrew-alolan-form,rare,grip-claw
ss,sandslash,rare,grip-claw
ss,sandslash-alolan-form,rare,grip-claw
ss,clefairy,rare,moon-stone
ss,clefable,rare,moon-stone
ss,vulpix,rare,charcoal
ss,vulpix-alolan-form,rare,snowball
ss,ninetales,rare,charcoal
ss,ninetales-alolan-form,rare,snowball
ss,jigglypuff,rare,moon-stone
ss,wigglytuff,rare,moon-stone
ss,oddish,rare,absorb-bulb
ss,gloom,rare,absorb-bulb
ss,vileplume,rare,absorb-bulb
ss,diglett,rare,soft-sand
ss,diglett-alolan-form,rare,soft-sand
ss,dugtrio,rare,soft-sand
ss,dugtrio-alolan-form,rare,soft-sand
ss,meowth,rare,quick-claw
ss,meowth-alolan-form,rare,quick-claw
ss,persian,rare,quick-claw
ss,persian-alolan-form,rare,quick-claw
ss,poliwhirl,rare,kings-rock
ss,poliwrath,rare,kings-rock
ss,abra,rare,twisted-spoon
ss,kadabra,rare,twisted-spoon
ss,alakazam,rare,twisted-spoon
ss,machop,rare,focus-band
ss,machoke,rare,focus-band
ss,machamp,rare,focus-band
ss,tentacool,rare,poison-barb
ss,tentacruel,rare,poison-barb
ss,slowpoke,rare,lagging-tail
ss,slowbro,rare,kings-rock
ss,magnemite,rare,metal-coat
ss,magneton,rare,metal-coat
ss,farfetchd,rare,leek
ss,farfetchd-galarian-form,common,leek
ss,shellder,common,pearl
ss,shellder,rare,big-pearl
