pokemon_identifier,stat_identifier,value
tauros-paldean-form-combat-breed,defense,105
tauros-paldean-form-combat-breed,sp-atk,30
tauros-paldean-form-combat-breed,sp-def,70
tauros-paldean-form-combat-breed,speed,100
tauros-paldean-form-blaze-breed,hp,75
tauros-paldean-form-blaze-breed,attack,110
tauros-paldean-form-blaze-breed,defense,105
tauros-paldean-form-blaze-breed,sp-atk,30
tauros-paldean-form-blaze-breed,sp-def,70
tauros-paldean-form-blaze-breed,speed,100
tauros-paldean-form-aqua-breed,hp,75
tauros-paldean-form-aqua-breed,attack,110
tauros-paldean-form-aqua-breed,defense,105
tauros-paldean-form-aqua-breed,sp-atk,30
tauros-paldean-form-aqua-breed,sp-def,70
tauros-paldean-form-aqua-breed,speed,100
magikarp,hp,20
magikarp,attack,10
magikarp,defense,55
magikarp,sp-atk,15
magikarp,sp-def,20
magikarp,speed,80
gyarados,hp,95
gyarados,attack,125
gyarados,defense,79
gyarados,sp-atk,60
gyarados,sp-def,100
gyarados,speed,81
gyarados-mega,hp,95
gyarados-mega,attack,155
gyarados-mega,defense,109
gyarados-mega,sp-atk,70
gyarados-mega,sp-def,130
gyarados-mega,speed,81
lapras,hp,130
lapras,attack,85
lapras,defense,80
lapras,sp-atk,85
lapras,sp-def,95
lapras,speed,60
ditto,hp,48
ditto,attack,48
ditto,defense,48
ditto,sp-atk,48
ditto,sp-def,48
ditto,speed,48
eevee,hp,55
eevee,attack,55
eevee,defense,50
eevee,sp-atk,45
eevee,sp-def,65
eevee,speed,55
eevee-partner,hp,65
eevee-partner,attack,75
eevee-partner,defense,70
eevee-partner,sp-atk,65
eevee-partner,sp-def,85
eevee-partner,speed,75
vaporeon,hp,130
vaporeon,attack,65
vaporeon,defense,60
vaporeon,sp-atk,110
vaporeon,sp-def,95
vaporeon,speed,65
jolteon,hp,65
jolteon,attack,65
jolteon,defense,60
jolteon,sp-atk,110
jolteon,sp-def,95
jolteon,speed,130
flareon,hp,65
flareon,attack,130
flareon,defense,60
flareon,sp-atk,95
flareon,sp-def,110
flareon,speed,65
porygon,hp,65
porygon,attack,60
porygon,defense,70
porygon,sp-atk,85
porygon,sp-def,75
porygon,speed,40
omanyte,hp,35
omanyte,attack,40
omanyte,defense,100
omanyte,sp-atk,90
omanyte,sp-def,55
omanyte,speed,35
omastar,hp,70
omastar,attack,60
omastar,defense,125
omastar,sp-atk,115
omastar,sp-def,70
omastar,speed,55
kabuto,hp,30
kabuto,attack,80
kabuto,defense,90
kabuto,sp-atk,55
kabuto,sp-def,45
kabuto,speed,55
kabutops,hp,60
kabutops,attack,115
kabutops,defense,105
kabutops,sp-atk,65
kabutops,sp-def,70
kabutops,speed,80
aerodactyl,hp,80
aerodactyl,attack,105
aerodactyl,defense,65
aerodactyl,sp-atk,60
aerodactyl,sp-def,75
aerodactyl,speed,130
aerodactyl-mega,hp,80
aerodactyl-mega,attack,135
aerodactyl-mega,defense,85
aerodactyl-mega,sp-atk,70
aerodactyl-mega,sp-def,95
aerodactyl-mega,speed,150
snorlax,hp,160
snorlax,attack,110
snorlax,defense,65
snorlax,sp-atk,65
snorlax,sp-def,110
snorlax,speed,30
articuno,hp,90
articuno,attack,85
articuno,defense,100
articuno,sp-atk,95
articuno,sp-def,125
articuno,speed,85
articuno-galarian-form,hp,90
articuno-galarian-form,attack,85
articuno-galarian-form,defense,85
articuno-galarian-form,sp-atk,125
articuno-galarian-form,sp-def,100
articuno-galarian-form,speed,95
zapdos,hp,90
zapdos,attack,90
zapdos,defense,85
zapdos,sp-atk,125
zapdos,sp-def,90
zapdos,speed,100
zapdos-galarian-form,hp,90
zapdos-galarian-form,attack,125
zapdos-galarian-form,defense,90
zapdos-galarian-form,sp-atk,85
zapdos-galarian-form,sp-def,90
zapdos-galarian-form,speed,100
moltres,hp,90
moltres,attack,100
moltres,defense,90
moltres,sp-atk,125
moltres,sp-def,85
moltres,speed,90
moltres-galarian-form,hp,90
moltres-galarian-form,attack,85
moltres-galarian-form,defense,90
moltres-galarian-form,sp-atk,100
moltres-galarian-form,sp-def,125
moltres-galarian-form,speed,90
dratini,hp,41
dratini,attack,64
dratini,defense,45
dratini,sp-atk,50
dratini,sp-def,50
dratini,speed,50
dragonair,hp,61
dragonair,attack,84
dragonair,defense,65
dragonair,sp-atk,70
dragonair,sp-def,70
dragonair,speed,70
dragonite,hp,91
dragonite,attack,134
dragonite,defense,95
dragonite,sp-atk,100
dragonite,sp-def,100
dragonite,speed,80
mewtwo,hp,106
mewtwo,attack,110
mewtwo,defense,90
mewtwo,sp-atk,154
mewtwo,sp-def,90
mewtwo,speed,130
mewtwo-mega-x,hp,106
mewtwo-mega-x,attack,190
mewtwo-mega-x,defense,100
mewtwo-mega-x,sp-atk,154
mewtwo-mega-x,sp-def,100
mewtwo-mega-x,speed,130
mewtwo-mega-y,hp,106
mewtwo-mega-y,attack,150
mewtwo-mega-y,defense,70
mewtwo-mega-y,sp-atk,194
mewtwo-mega-y,sp-def,120
mewtwo-mega-y,speed,140
mew,hp,100
mew,attack,100
mew,defense,100
mew,sp-atk,100
mew,sp-def,100
mew,speed,100
chikorita,hp,45
chikorita,attack,49
chikorita,defense,65
chikorita,sp-atk,49
chikorita,sp-def,65
chikorita,speed,45
bayleef,hp,60
bayleef,attack,62
bayleef,defense,80
bayleef,sp-atk,63
bayleef,sp-def,80
bayleef,speed,60
meganium,hp,80
meganium,attack,82
meganium,defense,100
meganium,sp-atk,83
meganium,sp-def,100
meganium,speed,80
cyndaquil,hp,39
cyndaquil,attack,52
cyndaquil,defense,43
cyndaquil,sp-atk,60
cyndaquil,sp-def,50
cyndaquil,speed,65
quilava,hp,58
quilava,attack,64
quilava,defense,58
quilava,sp-atk,80
quilava,sp-def,65
quilava,speed,80
typhlosion,hp,78
typhlosion,attack,84
typhlosion,defense,78
typhlosion,sp-atk,109
typhlosion,sp-def,85
typhlosion,speed,100
typhlosion-hisuian-form,hp,73
typhlosion-hisuian-form,attack,84
typhlosion-hisuian-form,defense,78
typhlosion-hisuian-form,sp-atk,119
typhlosion-hisuian-form,sp-def,85
typhlosion-hisuian-form,speed,95
totodile,hp,50
totodile,attack,65
totodile,defense,64
totodile,sp-atk,44
totodile,sp-def,48
totodile,speed,43
croconaw,hp,65
croconaw,attack,80
croconaw,defense,80
croconaw,sp-atk,59
croconaw,sp-def,63
croconaw,speed,58
feraligatr,hp,85
feraligatr,attack,105
feraligatr,defense,100
feraligatr,sp-atk,79
feraligatr,sp-def,83
feraligatr,speed,78
sentret,hp,35
sentret,attack,46
sentret,defense,34
sentret,sp-atk,35
sentret,sp-def,45
sentret,speed,20
furret,hp,85
furret,attack,76
furret,defense,64
furret,sp-atk,45
furret,sp-def,55
furret,speed,90
hoothoot,hp,60
hoothoot,attack,30
hoothoot,defense,30
hoothoot,sp-atk,36
hoothoot,sp-def,56
hoothoot,speed,50
noctowl,hp,100
noctowl,attack,50
noctowl,defense,50
noctowl,sp-atk,86
noctowl,sp-def,96
noctowl,speed,70
ledyba,hp,40
ledyba,attack,20
ledyba,defense,30
ledyba,sp-atk,40
ledyba,sp-def,80
ledyba,speed,55
ledian,hp,55
ledian,attack,35
ledian,defense,50
ledian,sp-atk,55
ledian,sp-def,110
ledian,speed,85
spinarak,hp,40
spinarak,attack,60
spinarak,defense,40
spinarak,sp-atk,40
spinarak,sp-def,40
spinarak,speed,30
ariados,hp,70
ariados,attack,90
ariados,defense,70
ariados,sp-atk,60
ariados,sp-def,70
ariados,speed,40
crobat,hp,85
crobat,attack,90
crobat,defense,80
crobat,sp-atk,70
crobat,sp-def,80
crobat,speed,130
chinchou,hp,75
chinchou,attack,38
chinchou,defense,38
chinchou,sp-atk,56
chinchou,sp-def,56
chinchou,speed,67
lanturn,hp,125
lanturn,attack,58
lanturn,defense,58
lanturn,sp-atk,76
lanturn,sp-def,76
lanturn,speed,67
pichu,hp,20
pichu,attack,40
pichu,defense,15
pichu,sp-atk,35
pichu,sp-def,35
pichu,speed,60
pichu-spiky-eared,hp,20
pichu-spiky-eared,attack,40
pichu-spiky-eared,defense,15
pichu-spiky-eared,sp-atk,35
pichu-spiky-eared,sp-def,35
pichu-spiky-eared,speed,60
cleffa,hp,50
cleffa,attack,25
cleffa,defense,28
cleffa,sp-atk,45
cleffa,sp-def,55
cleffa,speed,15
igglybuff,hp,90
igglybuff,attack,30
igglybuff,defense,15
igglybuff,sp-atk,40
igglybuff,sp-def,20
igglybuff,speed,15
togepi,hp,35
togepi,attack,20
togepi,defense,65
togepi,sp-atk,40
togepi,sp-def,65
togepi,speed,20
togetic,hp,55
togetic,attack,40
togetic,defense,85
togetic,sp-atk,80
togetic,sp-def,105
togetic,speed,40
natu,hp,40
natu,attack,50
natu,defense,45
natu,sp-atk,70
natu,sp-def,45
natu,speed,70
xatu,hp,65
xatu,attack,75
xatu,defense,70
xatu,sp-atk,95
xatu,sp-def,70
xatu,speed,95
mareep,hp,55
mareep,attack,40
mareep,defense,40
mareep,sp-atk,65
mareep,sp-def,45
mareep,speed,35
flaaffy,hp,70
flaaffy,attack,55
flaaffy,defense,55
flaaffy,sp-atk,80
flaaffy,sp-def,60
flaaffy,speed,45
ampharos,hp,90
ampharos,attack,75
ampharos,defense,85
ampharos,sp-atk,115
ampharos,sp-def,90
ampharos,speed,55
ampharos-mega,hp,90
ampharos-mega,attack,95
ampharos-mega,defense,105
ampharos-mega,sp-atk,165
ampharos-mega,sp-def,110
ampharos-mega,speed,45
bellossom,hp,75
bellossom,attack,80
bellossom,defense,95
bellossom,sp-atk,90
bellossom,sp-def,100
bellossom,speed,50
marill,hp,70
marill,attack,20
marill,defense,50
marill,sp-atk,20
marill,sp-def,50
marill,speed,40
azumarill,hp,100
azumarill,attack,50
azumarill,defense,80
azumarill,sp-atk,60
azumarill,sp-def,80
azumarill,speed,50
sudowoodo,hp,70
sudowoodo,attack,100
sudowoodo,defense,115
sudowoodo,sp-atk,30
sudowoodo,sp-def,65
sudowoodo,speed,30
politoed,hp,90
politoed,attack,75
politoed,defense,75
politoed,sp-atk,90
politoed,sp-def,100
politoed,speed,70
hoppip,hp,35
hoppip,attack,35
hoppip,defense,40
hoppip,sp-atk,35
hoppip,sp-def,55
hoppip,speed,50
skiploom,hp,55
skiploom,attack,45
skiploom,defense,50
skiploom,sp-atk,45
skiploom,sp-def,65
skiploom,speed,80
jumpluff,hp,75
jumpluff,attack,55
jumpluff,defense,70
jumpluff,sp-atk,55
jumpluff,sp-def,95
jumpluff,speed,110
aipom,hp,55
aipom,attack,70
aipom,defense,55
aipom,sp-atk,40
aipom,sp-def,55
aipom,speed,85
sunkern,hp,30
sunkern,attack,30
sunkern,defense,30
sunkern,sp-atk,30
sunkern,sp-def,30
sunkern,speed,30
sunflora,hp,75
sunflora,attack,75
sunflora,defense,55
sunflora,sp-atk,105
sunflora,sp-def,85
sunflora,speed,30
yanma,hp,65
yanma,attack,65
yanma,defense,45
yanma,sp-atk,75
yanma,sp-def,45
yanma,speed,95
wooper,hp,55
wooper,attack,45
wooper,defense,45
wooper,sp-atk,25
wooper,sp-def,25
wooper,speed,15
wooper-paldean-form,hp,55
wooper-paldean-form,attack,45
wooper-paldean-form,defense,45
wooper-paldean-form,sp-atk,25
wooper-paldean-form,sp-def,25
wooper-paldean-form,speed,15
quagsire,hp,95
quagsire,attack,85
quagsire,defense,85
quagsire,sp-atk,65
quagsire,sp-def,65
quagsire,speed,35
espeon,hp,65
espeon,attack,65
espeon,defense,60
espeon,sp-atk,130
espeon,sp-def,95
espeon,speed,110
umbreon,hp,95
umbreon,attack,65
umbreon,defense,110
umbreon,sp-atk,60
umbreon,sp-def,130
umbreon,speed,65
murkrow,hp,60
murkrow,attack,85
murkrow,defense,42
murkrow,sp-atk,85
murkrow,sp-def,42
murkrow,speed,91
slowking,hp,95
slowking,attack,75
slowking,defense,80
slowking,sp-atk,100
slowking,sp-def,110
slowking,speed,30
slowking-galarian-form,hp,95
slowking-galarian-form,attack,65
slowking-galarian-form,defense,80
slowking-galarian-form,sp-atk,110
slowking-galarian-form,sp-def,110
slowking-galarian-form,speed,30
misdreavus,hp,60
misdreavus,attack,60
misdreavus,defense,60
misdreavus,sp-atk,85
misdreavus,sp-def,85
misdreavus,speed,85
unown-a,hp,48
unown-a,attack,72
unown-a,defense,48
unown-a,sp-atk,72
unown-a,sp-def,48
unown-a,speed,48
unown-b,hp,48
unown-b,attack,72
unown-b,defense,48
unown-b,sp-atk,72
unown-b,sp-def,48
unown-b,speed,48
unown-c,hp,48
unown-c,attack,72
unown-c,defense,48
unown-c,sp-atk,72
unown-c,sp-def,48
unown-c,speed,48
unown-d,hp,48
unown-d,attack,72
unown-d,defense,48
unown-d,sp-atk,72
unown-d,sp-def,48
unown-d,speed,48
unown-e,hp,48
unown-e,attack,72
unown-e,defense,48
unown-e,sp-atk,72
unown-e,sp-def,48
unown-e,speed,48
unown-f,hp,48
unown-f,attack,72
unown-f,defense,48
unown-f,sp-atk,72
unown-f,sp-def,48
unown-f,speed,48
unown-g,hp,48
unown-g,attack,72
unown-g,defense,48
unown-g,sp-atk,72
unown-g,sp-def,48
unown-g,speed,48
unown-h,hp,48
unown-h,attack,72
unown-h,defense,48
unown-h,sp-atk,72
unown-h,sp-def,48
unown-h,speed,48
unown-i,hp,48
unown-i,attack,72
unown-i,defense,48
unown-i,sp-atk,72
unown-i,sp-def,48
unown-i,speed,48
unown-j,hp,48
unown-j,attack,72
unown-j,defense,48
unown-j,sp-atk,72
unown-j,sp-def,48
unown-j,speed,48
unown-k,hp,48
unown-k,attack,72
unown-k,defense,48
unown-k,sp-atk,72
unown-k,sp-def,48
unown-k,speed,48
unown-l,hp,48
unown-l,attack,72
unown-l,defense,48
unown-l,sp-atk,72
unown-l,sp-def,48
unown-l,speed,48
unown-m,hp,48
unown-m,attack,72
unown-m,defense,48
unown-m,sp-atk,72
unown-m,sp-def,48
unown-m,speed,48
unown-n,hp,48
unown-n,attack,72
unown-n,defense,48
unown-n,sp-atk,72
unown-n,sp-def,48
unown-n,speed,48
unown-o,hp,48
unown-o,attack,72
unown-o,defense,48
unown-o,sp-atk,72
unown-o,sp-def,48
unown-o,speed,48
unown-p,hp,48
unown-p,attack,72
unown-p,defense,48
unown-p,sp-atk,72
unown-p,sp-def,48
unown-p,speed,48
unown-q,hp,48
unown-q,attack,72
unown-q,defense,48
unown-q,sp-atk,72
unown-q,sp-def,48
unown-q,speed,48
unown-r,hp,48
unown-r,attack,72
unown-r,defense,48
unown-r,sp-atk,72
unown-r,sp-def,48
unown-r,speed,48
unown-s,hp,48
unown-s,attack,72
unown-s,defense,48
unown-s,sp-atk,72
unown-s,sp-def,48
unown-s,speed,48
unown-t,hp,48
unown-t,attack,72
unown-t,defense,48
unown-t,sp-atk,72
unown-t,sp-def,48
unown-t,speed,48
unown-u,hp,48
unown-u,attack,72
unown-u,defense,48
unown-u,sp-atk,72
unown-u,sp-def,48
unown-u,speed,48
unown-v,hp,48
unown-v,attack,72
unown-v,defense,48
unown-v,sp-atk,72
unown-v,sp-def,48
unown-v,speed,48
unown-w,hp,48
unown-w,attack,72
unown-w,defense,48
unown-w,sp-atk,72
unown-w,sp-def,48
unown-w,speed,48
unown-x,hp,48
unown-x,attack,72
unown-x,defense,48
unown-x,sp-atk,72
unown-x,sp-def,48
unown-x,speed,48
unown-y,hp,48
unown-y,attack,72
unown-y,defense,48
unown-y,sp-atk,72
unown-y,sp-def,48
unown-y,speed,48
unown-z,hp,48
unown-z,attack,72
unown-z,defense,48
unown-z,sp-atk,72
unown-z,sp-def,48
unown-z,speed,48
unown-exclamation,hp,48
unown-exclamation,attack,72
unown-exclamation,defense,48
unown-exclamation,sp-atk,72
unown-exclamation,sp-def,48
unown-exclamation,speed,48
unown-question,hp,48
unown-question,attack,72
unown-question,defense,48
unown-question,sp-atk,72
unown-question,sp-def,48
unown-question,speed,48
wobbuffet,hp,190
wobbuffet,attack,33
wobbuffet,defense,58
wobbuffet,sp-atk,33
wobbuffet,sp-def,58
wobbuffet,speed,33
girafarig,hp,70
girafarig,attack,80
girafarig,defense,65
girafarig,sp-atk,90
girafarig,sp-def,65
girafarig,speed,85
pineco,hp,50
pineco,attack,65
pineco,defense,90
pineco,sp-atk,35
pineco,sp-def,35
pineco,speed,15
forretress,hp,75
forretress,attack,90
forretress,defense,140
forretress,sp-atk,60
forretress,sp-def,60
forretress,speed,40
dunsparce,hp,100
dunsparce,attack,70
dunsparce,defense,70
dunsparce,sp-atk,65
dunsparce,sp-def,65
dunsparce,speed,45
gligar,hp,65
gligar,attack,75
gligar,defense,105
gligar,sp-atk,35
gligar,sp-def,65
gligar,speed,85
steelix,hp,75
steelix,attack,85
steelix,defense,200
steelix,sp-atk,55
steelix,sp-def,65
steelix,speed,30
steelix-mega,hp,75
steelix-mega,attack,125
steelix-mega,defense,230
steelix-mega,sp-atk,55
steelix-mega,sp-def,95
steelix-mega,speed,30
snubbull,hp,60
snubbull,attack,80
snubbull,defense,50
snubbull,sp-atk,40
snubbull,sp-def,40
snubbull,speed,30
granbull,hp,90
granbull,attack,120
granbull,defense,75
granbull,sp-atk,60
granbull,sp-def,60
granbull,speed,45
qwilfish,hp,65
qwilfish,attack,95
qwilfish,defense,85
qwilfish,sp-atk,55
qwilfish,sp-def,55
qwilfish,speed,85
qwilfish-hisuian-form,hp,65
qwilfish-hisuian-form,attack,95
qwilfish-hisuian-form,defense,85
qwilfish-hisuian-form,sp-atk,55
qwilfish-hisuian-form,sp-def,55
qwilfish-hisuian-form,speed,85
scizor,hp,70
scizor,attack,130
scizor,defense,100
scizor,sp-atk,55
scizor,sp-def,80
scizor,speed,65
scizor-mega,hp,70
scizor-mega,attack,150
scizor-mega,defense,140
scizor-mega,sp-atk,65
scizor-mega,sp-def,100
scizor-mega,speed,75
shuckle,hp,20
shuckle,attack,10
shuckle,defense,230
shuckle,sp-atk,10
shuckle,sp-def,230
shuckle,speed,5
heracross,hp,80
heracross,attack,125
heracross,defense,75
heracross,sp-atk,40
heracross,sp-def,95
heracross,speed,85
heracross-mega,hp,80
heracross-mega,attack,185
heracross-mega,defense,115
heracross-mega,sp-atk,40
heracross-mega,sp-def,105
heracross-mega,speed,75
sneasel,hp,55
sneasel,attack,95
sneasel,defense,55
sneasel,sp-atk,35
sneasel,sp-def,75
sneasel,speed,115
sneasel-hisuian-form,hp,55
sneasel-hisuian-form,attack,95
sneasel-hisuian-form,defense,55
sneasel-hisuian-form,sp-atk,35
sneasel-hisuian-form,sp-def,75
sneasel-hisuian-form,speed,115
teddiursa,hp,60
teddiursa,attack,80
teddiursa,defense,50
teddiursa,sp-atk,50
teddiursa,sp-def,50
teddiursa,speed,40
ursaring,hp,90
ursaring,attack,130
ursaring,defense,75
ursaring,sp-atk,75
ursaring,sp-def,75
ursaring,speed,55
slugma,hp,40
slugma,attack,40
slugma,defense,40
slugma,sp-atk,70
slugma,sp-def,40
slugma,speed,20
magcargo,hp,60
magcargo,attack,50
magcargo,defense,120
magcargo,sp-atk,90
magcargo,sp-def,80
magcargo,speed,30
swinub,hp,50
swinub,attack,50
swinub,defense,40
swinub,sp-atk,30
swinub,sp-def,30
swinub,speed,50
piloswine,hp,100
piloswine,attack,100
piloswine,defense,80
piloswine,sp-atk,60
piloswine,sp-def,60
piloswine,speed,50
corsola,hp,65
corsola,attack,55
corsola,defense,95
corsola,sp-atk,65
corsola,sp-def,95
corsola,speed,35
corsola-galarian-form,hp,60
corsola-galarian-form,attack,55
corsola-galarian-form,defense,100
corsola-galarian-form,sp-atk,65
corsola-galarian-form,sp-def,100
corsola-galarian-form,speed,30
remoraid,hp,35
remoraid,attack,65
remoraid,defense,35
remoraid,sp-atk,65
remoraid,sp-def,35
remoraid,speed,65
octillery,hp,75
octillery,attack,105
octillery,defense,75
octillery,sp-atk,105
octillery,sp-def,75
octillery,speed,45
delibird,hp,45
delibird,attack,55
delibird,defense,45
delibird,sp-atk,65
delibird,sp-def,45
delibird,speed,75
mantine,hp,85
mantine,attack,40
mantine,defense,70
mantine,sp-atk,80
mantine,sp-def,140
mantine,speed,70
skarmory,hp,65
skarmory,attack,80
skarmory,defense,140
skarmory,sp-atk,40
skarmory,sp-def,70
skarmory,speed,70
houndour,hp,45
houndour,attack,60
houndour,defense,30
houndour,sp-atk,80
houndour,sp-def,50
houndour,speed,65
houndoom,hp,75
houndoom,attack,90
houndoom,defense,50
houndoom,sp-atk,110
houndoom,sp-def,80
houndoom,speed,95
houndoom-mega,hp,75
houndoom-mega,attack,90
houndoom-mega,defense,90
houndoom-mega,sp-atk,140
houndoom-mega,sp-def,90
houndoom-mega,speed,115
kingdra,hp,75
kingdra,attack,95
kingdra,defense,95
kingdra,sp-atk,95
kingdra,sp-def,95
kingdra,speed,85
phanpy,hp,90
phanpy,attack,60
phanpy,defense,60
phanpy,sp-atk,40
phanpy,sp-def,40
phanpy,speed,40
donphan,hp,90
donphan,attack,120
donphan,defense,120
donphan,sp-atk,60
donphan,sp-def,60
donphan,speed,50
porygon2,hp,85
porygon2,attack,80
porygon2,defense,90
porygon2,sp-atk,105
porygon2,sp-def,95
porygon2,speed,60
stantler,hp,73
stantler,attack,95
stantler,defense,62
stantler,sp-atk,85
stantler,sp-def,65
stantler,speed,85
smeargle,hp,55
smeargle,attack,20
smeargle,defense,35
smeargle,sp-atk,20
smeargle,sp-def,45
smeargle,speed,75
tyrogue,hp,35
tyrogue,attack,35
tyrogue,defense,35
tyrogue,sp-atk,35
tyrogue,sp-def,35
tyrogue,speed,35
hitmontop,hp,50
hitmontop,attack,95
hitmontop,defense,95
hitmontop,sp-atk,35
hitmontop,sp-def,110
hitmontop,speed,70
smoochum,hp,45
smoochum,attack,30
smoochum,defense,15
smoochum,sp-atk,85
smoochum,sp-def,65
smoochum,speed,65
elekid,hp,45
elekid,attack,63
elekid,defense,37
elekid,sp-atk,65
elekid,sp-def,55
elekid,speed,95
magby,hp,45
magby,attack,75
magby,defense,37
magby,sp-atk,70
magby,sp-def,55
magby,speed,83
miltank,hp,95
miltank,attack,80
miltank,defense,105
miltank,sp-atk,40
miltank,sp-def,70
miltank,speed,100
blissey,hp,255
blissey,attack,10
blissey,defense,10
blissey,sp-atk,75
blissey,sp-def,135
blissey,speed,55
raikou,hp,90
raikou,attack,85
raikou,defense,75
raikou,sp-atk,115
raikou,sp-def,100
raikou,speed,115
entei,hp,115
entei,attack,115
entei,defense,85
entei,sp-atk,90
entei,sp-def,75
entei,speed,100
suicune,hp,100
suicune,attack,75
suicune,defense,115
suicune,sp-atk,90
suicune,sp-def,115
suicune,speed,85
larvitar,hp,50
larvitar,attack,64
larvitar,defense,50
larvitar,sp-atk,45
larvitar,sp-def,50
larvitar,speed,41
pupitar,hp,70
pupitar,attack,84
pupitar,defense,70
pupitar,sp-atk,65
pupitar,sp-def,70
pupitar,speed,51
tyranitar,hp,100
tyranitar,attack,134
tyranitar,defense,110
tyranitar,sp-atk,95
tyranitar,sp-def,100
tyranitar,speed,61
tyranitar-mega,hp,100
tyranitar-mega,attack,164
tyranitar-mega,defense,150
tyranitar-mega,sp-atk,95
tyranitar-mega,sp-def,120
tyranitar-mega,speed,71
lugia,hp,106
lugia,attack,90
lugia,defense,130
lugia,sp-atk,90
lugia,sp-def,154
lugia,speed,110
ho-oh,hp,106
ho-oh,attack,130
ho-oh,defense,90
ho-oh,sp-atk,110
ho-oh,sp-def,154
ho-oh,speed,90
celebi,hp,100
celebi,attack,100
celebi,defense,100
celebi,sp-atk,100
celebi,sp-def,100
celebi,speed,100
treecko,hp,40
treecko,attack,45
treecko,defense,35
treecko,sp-atk,65
treecko,sp-def,55
treecko,speed,70
grovyle,hp,50
grovyle,attack,65
grovyle,defense,45
grovyle,sp-atk,85
grovyle,sp-def,65
grovyle,speed,95
sceptile,hp,70
sceptile,attack,85
sceptile,defense,65
sceptile,sp-atk,105
sceptile,sp-def,85
sceptile,speed,120
sceptile-mega,hp,70
sceptile-mega,attack,110
sceptile-mega,defense,75
sceptile-mega,sp-atk,145
sceptile-mega,sp-def,85
sceptile-mega,speed,145
torchic,hp,45
torchic,attack,60
torchic,defense,40
torchic,sp-atk,70
torchic,sp-def,50
torchic,speed,45
combusken,hp,60
combusken,attack,85
combusken,defense,60
combusken,sp-atk,85
combusken,sp-def,60
combusken,speed,55
blaziken,hp,80
blaziken,attack,120
blaziken,defense,70
blaziken,sp-atk,110
blaziken,sp-def,70
blaziken,speed,80
blaziken-mega,hp,80
blaziken-mega,attack,160
blaziken-mega,defense,80
