move_identifier,language,name
bolt-beak,fr,Prise de Bec
bolt-beak,it,Beccoshock
bolt-beak,de,Schockschnabel
bolt-beak,es,Electropico
bolt-beak,ko,전격부리
bolt-beak,zh-simp,电喙
bolt-beak,zh-trad,電喙
bolt-strike,jp-kana,らいげき
bolt-strike,jp-kanji,らいげき
bolt-strike,en,Bolt Strike
bolt-strike,fr,Charge Foudre
bolt-strike,it,Lucesiluro
bolt-strike,de,Blitzschlag
bolt-strike,es,Ataque Fulgor
bolt-strike,ko,뇌격
bolt-strike,zh-simp,雷击
bolt-strike,zh-trad,雷擊
bone-club,jp-kana,ホネこんぼう
bone-club,jp-kanji,ホネこんぼう
bone-club,en,Bone Club
bone-club,fr,Massd’Os
bone-club,it,Ossoclava
bone-club,de,Knochenkeule
bone-club,es,Hueso Palo
bone-club,ko,뼈다귀치기
bone-club,zh-simp,骨棒
bone-club,zh-trad,骨棒
bone-rush,jp-kana,ボーンラッシュ
bone-rush,jp-kanji,ボーンラッシュ
bone-rush,en,Bone Rush
bone-rush,fr,Charge Os
bone-rush,it,Ossoraffica
bone-rush,de,Knochenhatz
bone-rush,es,Ataque Óseo
bone-rush,ko,본러시
bone-rush,zh-simp,骨棒乱打
bone-rush,zh-trad,骨棒亂打
bonemerang,jp-kana,ホネブーメラン
bonemerang,jp-kanji,ホネブーメラン
bonemerang,en,Bonemerang
bonemerang,fr,Osmerang
bonemerang,it,Ossomerang
bonemerang,de,Knochmerang
bonemerang,es,Huesomerang
bonemerang,ko,뼈다귀부메랑
bonemerang,zh-simp,骨头回力镖
bonemerang,zh-trad,骨頭回力鏢
boomburst,jp-kana,ばくおんぱ
boomburst,jp-kanji,ばくおんぱ
boomburst,en,Boomburst
boomburst,fr,Bang Sonique
boomburst,it,Ondaboato
boomburst,de,Überschallknall
boomburst,es,Estruendo
boomburst,ko,폭음파
boomburst,zh-simp,爆音波
boomburst,zh-trad,爆音波
bounce,jp-kana,とびはねる
bounce,jp-kanji,とびはねる
bounce,en,Bounce
bounce,fr,Rebond
bounce,it,Rimbalzo
bounce,de,Sprungfeder
bounce,es,Bote
bounce,ko,뛰어오르기
bounce,zh-simp,弹跳
bounce,zh-trad,彈跳
bouncy-bubble,jp-kana,いきいきバブル
bouncy-bubble,jp-kanji,いきいきバブル
bouncy-bubble,en,Bouncy Bubble
bouncy-bubble,fr,Évo-Thalasso
bouncy-bubble,it,Bollaslurp
bouncy-bubble,de,Blubbsauger
bouncy-bubble,es,Vapodrenaje
bouncy-bubble,ko,생생버블
bouncy-bubble,zh-simp,活活气泡
bouncy-bubble,zh-trad,活活氣泡
branch-poke,jp-kana,えだづき
branch-poke,jp-kanji,えだづき
branch-poke,en,Branch Poke
branch-poke,fr,Tapotige
branch-poke,it,Ramostoccata
branch-poke,de,Zweigstoß
branch-poke,es,Punzada Rama
branch-poke,ko,가지찌르기
branch-poke,zh-simp,木枝突刺
branch-poke,zh-trad,木枝突刺
brave-bird,jp-kana,ブレイブバード
brave-bird,jp-kanji,ブレイブバード
brave-bird,en,Brave Bird
brave-bird,fr,Rapace
brave-bird,it,Baldeali
brave-bird,de,Sturzflug
brave-bird,es,Pájaro Osado
brave-bird,ko,브레이브버드
brave-bird,zh-simp,勇鸟猛攻
brave-bird,zh-trad,勇鳥猛攻
breaking-swipe,jp-kana,ワイドブレイカー
breaking-swipe,jp-kanji,ワイドブレイカー
breaking-swipe,en,Breaking Swipe
breaking-swipe,fr,Abattage
breaking-swipe,it,Vastoimpatto
breaking-swipe,de,Breitseite
breaking-swipe,es,Vasto Impacto
breaking-swipe,ko,와이드브레이커
breaking-swipe,zh-simp,广域破坏
breaking-swipe,zh-trad,廣域破壞
breakneck-blitz--physical,jp-kana,ウルトラダッシュアタック
breakneck-blitz--physical,jp-kanji,ウルトラダッシュアタック
breakneck-blitz--physical,en,Breakneck Blitz
breakneck-blitz--physical,fr,Turbo-Charge Bulldozer
breakneck-blitz--physical,it,Carica Travolgente
breakneck-blitz--physical,de,Hyper-Sprintangriff
breakneck-blitz--physical,es,Carrera Arrolladora
breakneck-blitz--physical,ko,울트라대시어택
breakneck-blitz--physical,zh-simp,究极无敌大冲撞
breakneck-blitz--physical,zh-trad,究極無敵大衝撞
breakneck-blitz--special,jp-kana,ウルトラダッシュアタック
breakneck-blitz--special,jp-kanji,ウルトラダッシュアタック
breakneck-blitz--special,en,Breakneck Blitz
breakneck-blitz--special,fr,Turbo-Charge Bulldozer
breakneck-blitz--special,it,Carica Travolgente
breakneck-blitz--special,de,Hyper-Sprintangriff
breakneck-blitz--special,es,Carrera Arrolladora
breakneck-blitz--special,ko,울트라대시어택
breakneck-blitz--special,zh-simp,究极无敌大冲撞
breakneck-blitz--special,zh-trad,究極無敵大衝撞
brick-break,jp-kana,かわらわり
brick-break,jp-kanji,かわらわり
brick-break,en,Brick Break
brick-break,fr,Casse-Brique
brick-break,it,Breccia
brick-break,de,Durchbruch
brick-break,es,Demolición
brick-break,ko,깨트리기
brick-break,zh-simp,劈瓦
brick-break,zh-trad,劈瓦
brine,jp-kana,しおみず
brine,jp-kanji,しおみず
brine,en,Brine
brine,fr,Saumure
brine,it,Acquadisale
brine,de,Lake
brine,es,Salmuera
brine,ko,소금물
brine,zh-simp,盐水
brine,zh-trad,鹽水
brutal-swing,jp-kana,ぶんまわす
brutal-swing,jp-kanji,ぶんまわす
brutal-swing,en,Brutal Swing
brutal-swing,fr,Centrifugifle
brutal-swing,it,Vorticolpo
brutal-swing,de,Wirbler
brutal-swing,es,Giro Vil
brutal-swing,ko,세차게휘두르기
brutal-swing,zh-simp,狂舞挥打
brutal-swing,zh-trad,狂舞揮打
bubble,jp-kana,あわ
bubble,jp-kanji,あわ
bubble,en,Bubble
bubble,fr,Écume
bubble,it,Bolla
bubble,de,Blubber
bubble,es,Burbuja
bubble,ko,거품
bubble,zh-simp,泡沫
bubble,zh-trad,泡沫
bubble-beam,jp-kana,バブルこうせん
bubble-beam,jp-kanji,バブルこうせん
bubble-beam,en,Bubble Beam
bubble-beam,fr,Bulles d’O
bubble-beam,it,Bollaraggio
bubble-beam,de,Blubbstrahl
bubble-beam,es,Rayo Burbuja
bubble-beam,ko,거품광선
bubble-beam,zh-simp,泡沫光线
bubble-beam,zh-trad,泡沫光線
bug-bite,jp-kana,むしくい
bug-bite,jp-kanji,むしくい
bug-bite,en,Bug Bite
bug-bite,fr,Piqûre
bug-bite,it,Coleomorso
bug-bite,de,Käferbiss
bug-bite,es,Picadura
bug-bite,ko,벌레먹기
bug-bite,zh-simp,虫咬
bug-bite,zh-trad,蟲咬
bug-buzz,jp-kana,むしのさざめき
bug-buzz,jp-kanji,むしのさざめき
bug-buzz,en,Bug Buzz
bug-buzz,fr,Bourdon
bug-buzz,it,Ronzio
bug-buzz,de,Käfergebrumm
bug-buzz,es,Zumbido
bug-buzz,ko,벌레의야단법석
bug-buzz,zh-simp,虫鸣
bug-buzz,zh-trad,蟲鳴
bulk-up,jp-kana,ビルドアップ
bulk-up,jp-kanji,ビルドアップ
bulk-up,en,Bulk Up
bulk-up,fr,Gonflette
bulk-up,it,Granfisico
bulk-up,de,Protzer
bulk-up,es,Corpulencia
bulk-up,ko,벌크업
bulk-up,zh-simp,健美
bulk-up,zh-trad,健美
bulldoze,jp-kana,じならし
bulldoze,jp-kanji,じならし
bulldoze,en,Bulldoze
bulldoze,fr,Piétisol
bulldoze,it,Battiterra
bulldoze,de,Dampfwalze
bulldoze,es,Terratemblor
bulldoze,ko,땅고르기
bulldoze,zh-simp,重踏
bulldoze,zh-trad,重踏
bullet-punch,jp-kana,バレットパンチ
bullet-punch,jp-kanji,バレットパンチ
bullet-punch,en,Bullet Punch
bullet-punch,fr,Pisto-Poing
bullet-punch,it,Pugnoscarica
bullet-punch,de,Patronenhieb
bullet-punch,es,Puño Bala
bullet-punch,ko,불릿펀치
bullet-punch,zh-simp,子弹拳
bullet-punch,zh-trad,子彈拳
bullet-seed,jp-kana,タネマシンガン
bullet-seed,jp-kanji,タネマシンガン
bullet-seed,en,Bullet Seed
bullet-seed,fr,Balle Graine
bullet-seed,it,Semitraglia
bullet-seed,de,Kugelsaat
bullet-seed,es,Semilladora
bullet-seed,ko,씨기관총
bullet-seed,zh-simp,种子机关枪
bullet-seed,zh-trad,種子機關槍
burn-up,jp-kana,もえつきる
burn-up,jp-kanji,もえつきる
burn-up,en,Burn Up
burn-up,fr,Flamme Ultime
burn-up,it,Ultima Fiamma
burn-up,de,Ausbrennen
burn-up,es,Llama Final
burn-up,ko,불사르기
burn-up,zh-simp,燃尽
burn-up,zh-trad,燃盡
burning-bulwark,jp-kana,かえんのまもり
burning-bulwark,jp-kanji,かえんのまもり
burning-bulwark,en,Burning Bulwark
burning-bulwark,fr,Rempart Brûlant
burning-bulwark,it,Egida Ignea
burning-bulwark,de,Flammenschild
burning-bulwark,es,Llama Protectora
burning-bulwark,ko,화염의수호
burning-bulwark,zh-simp,火焰守护
burning-bulwark,zh-trad,火焰守護
burning-jealousy,jp-kana,しっとのほのお
burning-jealousy,jp-kanji,しっとのほのお
burning-jealousy,en,Burning Jealousy
burning-jealousy,fr,Feu Envieux
burning-jealousy,it,Fiamminvidia
burning-jealousy,de,Neidflammen
burning-jealousy,es,Envidia Ardiente
burning-jealousy,ko,질투의불꽃
burning-jealousy,zh-simp,妒火
burning-jealousy,zh-trad,妒火
buzzy-buzz,jp-kana,びりびりエレキ
buzzy-buzz,jp-kanji,びりびりエレキ
buzzy-buzz,en,Buzzy Buzz
buzzy-buzz,fr,Évo-Dynamo
buzzy-buzz,it,Elettrozap
buzzy-buzz,de,Knisterladung
buzzy-buzz,es,Joltioparálisis
buzzy-buzz,ko,찌릿찌릿일렉
buzzy-buzz,zh-simp,麻麻电击
buzzy-buzz,zh-trad,麻麻電擊
calm-mind,jp-kana,めいそう
calm-mind,jp-kanji,めいそう
calm-mind,en,Calm Mind
calm-mind,fr,Plénitude
calm-mind,it,Calmamente
calm-mind,de,Gedankengut
calm-mind,es,Paz Mental
calm-mind,ko,명상
calm-mind,zh-simp,冥想
calm-mind,zh-trad,冥想
camouflage,jp-kana,ほごしょく
camouflage,jp-kanji,ほごしょく
camouflage,en,Camouflage
camouflage,fr,Camouflage
camouflage,it,Camuffamento
camouflage,de,Tarnung
camouflage,es,Camuflaje
camouflage,ko,보호색
camouflage,zh-simp,保护色
camouflage,zh-trad,保護色
captivate,jp-kana,ゆうわく
captivate,jp-kanji,ゆうわく
captivate,en,Captivate
captivate,fr,Séduction
captivate,it,Incanto
captivate,de,Liebreiz
captivate,es,Seducción
captivate,ko,유혹
captivate,zh-simp,诱惑
captivate,zh-trad,誘惑
catastropika,jp-kana,ひっさつのピカチュート
catastropika,jp-kanji,ひっさつのピカチュート
catastropika,en,Catastropika
catastropika,fr,Pikachute Foudroyante
catastropika,it,Super Pikaboom
catastropika,de,Perfektes Pika-Projektil
catastropika,es,Pikavoltio Letal
catastropika,ko,필살피카슛
catastropika,zh-simp,皮卡皮卡必杀击
catastropika,zh-trad,皮卡皮卡必殺擊
ceaseless-edge,jp-kana,ひけん・ちえなみ
ceaseless-edge,jp-kanji,ひけん・ちえなみ
ceaseless-edge,en,Ceaseless Edge
ceaseless-edge,fr,Vagues à Lames
ceaseless-edge,it,Lama Milleflutti
ceaseless-edge,de,Klingenschwall
ceaseless-edge,es,Tajo Metralla
ceaseless-edge,ko,비검천중파
ceaseless-edge,zh-simp,秘剑・千重涛
ceaseless-edge,zh-trad,秘劍・千重濤
celebrate,jp-kana,おいわい
celebrate,jp-kanji,おいわい
celebrate,en,Celebrate
celebrate,fr,Célébration
celebrate,it,Auguri
celebrate,de,Ehrentag
celebrate,es,Celebración
celebrate,ko,축하
celebrate,zh-simp,庆祝
celebrate,zh-trad,慶祝
charge,jp-kana,じゅうでん
charge,jp-kanji,じゅうでん
charge,en,Charge
charge,fr,Chargeur
charge,it,Sottocarica
charge,de,Ladevorgang
charge,es,Carga
charge,ko,충전
charge,zh-simp,充电
charge,zh-trad,充電
charge-beam,jp-kana,チャージビーム
charge-beam,jp-kanji,チャージビーム
charge-beam,en,Charge Beam
charge-beam,fr,Rayon Chargé
charge-beam,it,Raggioscossa
charge-beam,de,Ladestrahl
charge-beam,es,Rayo Carga
charge-beam,ko,차지빔
charge-beam,zh-simp,充电光束
charge-beam,zh-trad,充電光束
charm,jp-kana,あまえる
charm,jp-kanji,あまえる
charm,en,Charm
charm,fr,Charme
charm,it,Fascino
charm,de,Charme
charm,es,Encanto
charm,ko,애교부리기
charm,zh-simp,撒娇
charm,zh-trad,撒嬌
chatter,jp-kana,おしゃべり
chatter,jp-kanji,おしゃべり
chatter,en,Chatter
chatter,fr,Babil
chatter,it,Schiamazzo
chatter,de,Geschwätz
chatter,es,Cháchara
chatter,ko,수다
chatter,zh-simp,喋喋不休
chatter,zh-trad,喋喋不休
chilling-water,jp-kana,ひやみず
chilling-water,jp-kanji,ひやみず
chilling-water,en,Chilling Water
chilling-water,fr,Douche Froide
chilling-water,it,Doccia Fredda
chilling-water,de,Kalte Dusche
chilling-water,es,Agua Fría
chilling-water,ko,찬물끼얹기
chilling-water,zh-simp,泼冷水
chilling-water,zh-trad,潑冷水
chilly-reception,jp-kana,さむいギャグ
chilly-reception,jp-kanji,さむいギャグ
chilly-reception,en,Chilly Reception
chilly-reception,fr,Neigeux de Mots
chilly-reception,it,Freddura
chilly-reception,de,Eisige Stimmung
chilly-reception,es,Fría Acogida
chilly-reception,ko,썰렁개그
chilly-reception,zh-simp,冷笑话
chilly-reception,zh-trad,冷笑話
chip-away,jp-kana,なしくずし
chip-away,jp-kanji,なしくずし
chip-away,en,Chip Away
chip-away,fr,Attrition
chip-away,it,Insidia
chip-away,de,Zermürben
chip-away,es,Guardia Baja
chip-away,ko,야금야금
chip-away,zh-simp,逐步击破
chip-away,zh-trad,逐步擊破
chloroblast,jp-kana,クロロブラスト
chloroblast,jp-kanji,クロロブラスト
chloroblast,en,Chloroblast
chloroblast,fr,Herblast
chloroblast,it,Clorofillaser
chloroblast,de,Chlorostrahl
chloroblast,es,Clorofiláser
chloroblast,ko,클로로블라스트
chloroblast,zh-simp,叶绿爆震
chloroblast,zh-trad,葉綠爆震
circle-throw,jp-kana,ともえなげ
circle-throw,jp-kanji,ともえなげ
circle-throw,en,Circle Throw
circle-throw,fr,Projection
circle-throw,it,Ribaltiro
circle-throw,de,Überkopfwurf
circle-throw,es,Llave Giro
circle-throw,ko,배대뒤치기
circle-throw,zh-simp,巴投
circle-throw,zh-trad,巴投
clamp,jp-kana,からではさむ
clamp,jp-kanji,からではさむ
clamp,en,Clamp
clamp,fr,Claquoir
clamp,it,Tenaglia
clamp,de,Schnapper
clamp,es,Tenaza
clamp,ko,껍질끼우기
clamp,zh-simp,贝壳夹击
clamp,zh-trad,貝殼夾擊
clanging-scales,jp-kana,スケイルノイズ
clanging-scales,jp-kanji,スケイルノイズ
clanging-scales,en,Clanging Scales
clanging-scales,fr,Vibrécaille
clanging-scales,it,Clamorsquame
clanging-scales,de,Schuppenrasseln
clanging-scales,es,Fragor Escamas
clanging-scales,ko,스케일노이즈
clanging-scales,zh-simp,鳞片噪音
clanging-scales,zh-trad,鱗片噪音
clangorous-soul,jp-kana,ソウルビート
clangorous-soul,jp-kanji,ソウルビート
clangorous-soul,en,Clangorous Soul
clangorous-soul,fr,Dracacophonie
clangorous-soul,it,Dracofonia
clangorous-soul,de,Seelentanz
clangorous-soul,es,Estruendo Escama
clangorous-soul,ko,소울비트
clangorous-soul,zh-simp,魂舞烈音爆
clangorous-soul,zh-trad,魂舞烈音爆
clangorous-soulblaze,jp-kana,ブレイジングソウルビート
clangorous-soulblaze,jp-kanji,ブレイジングソウルビート
clangorous-soulblaze,en,Clangorous Soulblaze
clangorous-soulblaze,fr,Dracacophonie Flamboyante
clangorous-soulblaze,it,Dracofonia Divampante
clangorous-soulblaze,de,Rasselnder Seelentanz
clangorous-soulblaze,es,Estruendo Implacable
clangorous-soulblaze,ko,브레이징소울비트
clangorous-soulblaze,zh-simp,炽魂热舞烈音爆
clangorous-soulblaze,zh-trad,熾魂熱舞烈音爆
clear-smog,jp-kana,クリアスモッグ
clear-smog,jp-kanji,クリアスモッグ
clear-smog,en,Clear Smog
clear-smog,fr,Bain de Smog
clear-smog,it,Pulifumo
clear-smog,de,Klärsmog
clear-smog,es,Niebla Clara
clear-smog,ko,클리어스모그
clear-smog,zh-simp,清除之烟
clear-smog,zh-trad,清除之煙
close-combat,jp-kana,インファイト
close-combat,jp-kanji,インファイト
close-combat,en,Close Combat
close-combat,fr,Close Combat
close-combat,it,Zuffa
close-combat,de,Nahkampf
close-combat,es,A Bocajarro
close-combat,ko,인파이트
close-combat,zh-simp,近身战
close-combat,zh-trad,近身戰
coaching,jp-kana,コーチング
coaching,jp-kanji,コーチング
coaching,en,Coaching
coaching,fr,Coaching
coaching,it,Coaching
coaching,de,Coaching
coaching,es,Motivación
coaching,ko,코칭
coaching,zh-simp,指导
coaching,zh-trad,指導
coil,jp-kana,とぐろをまく
coil,jp-kanji,とぐろをまく
coil,en,Coil
coil,fr,Enroulement
coil,it,Arrotola
coil,de,Einrollen
coil,es,Enrosque
coil,ko,똬리틀기
coil,zh-simp,盘蜷
coil,zh-trad,盤蜷
collision-course,jp-kana,アクセルブレイク
collision-course,jp-kanji,アクセルブレイク
collision-course,en,Collision Course
collision-course,fr,Nitro Crash
collision-course,it,Turboschianto
collision-course,de,Kollisionskurs
collision-course,es,Nitrochoque
collision-course,ko,액셀브레이크
collision-course,zh-simp,全开猛撞
collision-course,zh-trad,全開猛撞
combat-torque,jp-kana,ファイトアクセル
combat-torque,jp-kanji,ファイトアクセル
combat-torque,en,Combat Torque
combat-torque,fr,Crash Musclé
combat-torque,it,Turborissa
combat-torque,de,Raufturbo
combat-torque,es,Pugnachoque
combat-torque,ko,파이트액셀
combat-torque,zh-simp,格斗暴冲
combat-torque,zh-trad,格鬥暴衝
comet-punch,jp-kana,れんぞくパンチ
comet-punch,jp-kanji,れんぞくパンチ
comet-punch,en,Comet Punch
comet-punch,fr,Poing Comète
comet-punch,it,Cometapugno
comet-punch,de,Kometenhieb
comet-punch,es,Puño Cometa
comet-punch,ko,연속펀치
comet-punch,zh-simp,连续拳
comet-punch,zh-trad,連續拳
comeuppance,jp-kana,ほうふく
comeuppance,jp-kanji,ほうふく
comeuppance,en,Comeuppance
comeuppance,fr,Vindicte
comeuppance,it,Ritorsione
comeuppance,de,Vendetta
comeuppance,es,Resarcimiento
comeuppance,ko,앙갚음
comeuppance,zh-simp,复仇
comeuppance,zh-trad,復仇
confide,jp-kana,ないしょばなし
confide,jp-kanji,ないしょばなし
confide,en,Confide
confide,fr,Confidence
confide,it,Confidenza
confide,de,Vertrauenssache
confide,es,Confidencia
confide,ko,비밀이야기
confide,zh-simp,密语
confide,zh-trad,密語
confuse-ray,jp-kana,あやしいひかり
confuse-ray,jp-kanji,あやしいひかり
confuse-ray,en,Confuse Ray
confuse-ray,fr,Onde Folie
confuse-ray,it,Stordiraggio
confuse-ray,de,Konfusstrahl
confuse-ray,es,Rayo Confuso
confuse-ray,ko,이상한빛
confuse-ray,zh-simp,奇异之光
confuse-ray,zh-trad,奇異之光
confusion,jp-kana,ねんりき
confusion,jp-kanji,ねんりき
confusion,en,Confusion
confusion,fr,Choc Mental
confusion,it,Confusione
confusion,de,Konfusion
confusion,es,Confusión
confusion,ko,염동력
confusion,zh-simp,念力
confusion,zh-trad,念力
constrict,jp-kana,からみつく
constrict,jp-kanji,からみつく
constrict,en,Constrict
constrict,fr,Constriction
constrict,it,Limitazione
constrict,de,Umklammerung
constrict,es,Restricción
constrict,ko,휘감기
constrict,zh-simp,缠绕
constrict,zh-trad,纏繞
continental-crush--physical,jp-kana,ワールズエンドフォール
continental-crush--physical,jp-kanji,ワールズエンドフォール
continental-crush--physical,en,Continental Crush
continental-crush--physical,fr,Apocalypse Gigalithique
continental-crush--physical,it,Gigamacigno Polverizzante
continental-crush--physical,de,Apokalyptische Steinpresse
continental-crush--physical,es,Aplastamiento Gigalítico
continental-crush--physical,ko,월즈엔드폴
continental-crush--physical,zh-simp,毁天灭地巨岩坠
continental-crush--physical,zh-trad,毀天滅地巨岩墜
continental-crush--special,jp-kana,ワールズエンドフォール
continental-crush--special,jp-kanji,ワールズエンドフォール
continental-crush--special,en,Continental Crush
continental-crush--special,fr,Apocalypse Gigalithique
continental-crush--special,it,Gigamacigno Polverizzante
continental-crush--special,de,Apokalyptische Steinpresse
continental-crush--special,es,Aplastamiento Gigalítico
continental-crush--special,ko,월즈엔드폴
continental-crush--special,zh-simp,毁天灭地巨岩坠
continental-crush--special,zh-trad,毀天滅地巨岩墜
conversion,jp-kana,テクスチャー
conversion,jp-kanji,テクスチャー
conversion,en,Conversion
conversion,fr,Conversion
conversion,it,Conversione
conversion,de,Umwandlung
conversion,es,Conversión
conversion,ko,텍스처
conversion,zh-simp,纹理
conversion,zh-trad,紋理
conversion-2,jp-kana,テクスチャー２
conversion-2,jp-kanji,テクスチャー２
conversion-2,en,Conversion 2
conversion-2,fr,Conversion 2
conversion-2,it,Conversione2
conversion-2,de,Umwandlung 2
conversion-2,es,Conversión2
conversion-2,ko,텍스처2
conversion-2,zh-simp,纹理２
conversion-2,zh-trad,紋理２
copycat,jp-kana,まねっこ
copycat,jp-kanji,まねっこ
copycat,en,Copycat
copycat,fr,Photocopie
copycat,it,Copione
copycat,de,Imitator
copycat,es,Copión
copycat,ko,흉내쟁이
copycat,zh-simp,仿效
copycat,zh-trad,仿效
core-enforcer,jp-kana,コアパニッシャー
core-enforcer,jp-kanji,コアパニッシャー
core-enforcer,en,Core Enforcer
core-enforcer,fr,Sanction Suprême
core-enforcer,it,Nucleocastigo
core-enforcer,de,Sanktionskern
